val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.808819,0.800197,0.804508,0.857298,0.800197,0.000020,2.803785,54.000000,
0.876579,0.881934,0.879256,0.518721,0.881934,0.000018,0.970119,108.000000,
0.884020,0.895476,0.889748,0.532727,0.895476,0.000016,0.716509,162.000000,
0.892918,0.898046,0.895482,0.474975,0.898046,0.000013,0.563461,216.000000,
0.902050,0.901894,0.901972,0.471024,0.901894,0.000011,0.437376,270.000000,
0.909227,0.909379,0.909303,0.405285,0.909379,0.000009,0.365810,324.000000,
0.910947,0.908899,0.909923,0.389598,0.909379,0.000007,0.350814,378.000000,
0.909305,0.908246,0.908776,0.398069,0.909379,0.000004,0.247813,432.000000,
0.909861,0.908161,0.909011,0.394263,0.909379,0.000002,0.254970,486.000000,
0.908714,0.907832,0.908273,0.400012,0.909379,0.000000,0.220264,540.000000,
