val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.492754,1.043706,0.492754,0.000020,0.702379,23.000000,
0.608696,0.568117,0.608696,0.000018,0.659413,46.000000,
0.652174,0.566905,0.652174,0.000016,0.624599,69.000000,
0.688406,0.556476,0.688406,0.000013,0.559726,92.000000,
0.731884,0.545776,0.731884,0.000011,0.457606,115.000000,
0.710145,0.556517,0.731884,0.000009,0.415186,138.000000,
0.695652,0.548230,0.731884,0.000007,0.374046,161.000000,
0.681159,0.599739,0.731884,0.000005,0.231065,184.000000,
0.724638,0.566451,0.731884,0.000003,0.245637,207.000000,
0.724638,0.582009,0.731884,0.000000,0.230650,230.000000,
0.724638,0.581394,0.731884,0.000000,0.201999,234.000000,
