val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
-0.027894,-0.191932,-0.109913,2.539840,-0.191932,0.000020,2.362436,54.000000,
nan,nan,nan,2.302408,-0.191932,0.000018,2.210609,108.000000,
nan,nan,nan,2.259617,-0.191932,0.000016,2.269707,162.000000,
0.031058,0.033456,0.032257,2.306992,0.033456,0.000013,2.180586,216.000000,
nan,nan,nan,2.239603,0.033456,0.000011,2.157152,270.000000,
nan,nan,nan,2.310207,0.033456,0.000009,2.260383,324.000000,
nan,nan,nan,2.244424,0.033456,0.000007,2.191680,378.000000,
nan,nan,nan,2.297820,0.033456,0.000004,2.102620,432.000000,
nan,nan,nan,2.305504,0.033456,0.000002,2.253703,486.000000,
nan,nan,nan,2.278732,0.033456,0.000000,2.191476,540.000000,
