val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.579710,0.591630,0.579710,0.000020,0.752425,23.000000,
0.528986,0.660038,0.579710,0.000018,0.710913,46.000000,
0.485507,0.694144,0.579710,0.000016,0.718346,69.000000,
0.521739,0.654157,0.579710,0.000013,0.699288,92.000000,
0.528986,0.675628,0.579710,0.000011,0.712412,115.000000,
0.528986,0.681612,0.579710,0.000009,0.707119,138.000000,
0.528986,0.685303,0.579710,0.000007,0.700141,161.000000,
0.528986,0.672688,0.579710,0.000005,0.710449,184.000000,
0.528986,0.692322,0.579710,0.000003,0.704245,207.000000,
0.528986,0.690364,0.579710,0.000000,0.707107,230.000000,
0.528986,0.690396,0.579710,0.000000,0.732439,234.000000,
