val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.734290,0.471014,0.000020,0.723907,23.000000,
0.572464,0.657385,0.572464,0.000018,0.709309,46.000000,
0.652174,0.664731,0.652174,0.000016,0.691446,69.000000,
0.688406,0.647688,0.688406,0.000013,0.644511,92.000000,
0.666667,0.585746,0.688406,0.000011,0.628174,115.000000,
0.644928,0.581349,0.688406,0.000009,0.567510,138.000000,
0.681159,0.588461,0.688406,0.000007,0.550996,161.000000,
0.717391,0.609185,0.717391,0.000005,0.416261,184.000000,
0.695652,0.609166,0.717391,0.000003,0.432842,207.000000,
0.710145,0.599585,0.717391,0.000000,0.414731,230.000000,
0.710145,0.599733,0.717391,0.000000,0.353940,234.000000,
