val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.572464,0.665051,0.572464,0.000020,0.707542,23.000000,
0.666667,0.610282,0.666667,0.000018,0.698004,46.000000,
0.471014,0.726826,0.666667,0.000016,0.719171,69.000000,
0.579710,0.606297,0.666667,0.000013,0.672392,92.000000,
0.536232,0.615338,0.666667,0.000011,0.706141,115.000000,
0.528986,0.654290,0.666667,0.000009,0.701744,138.000000,
0.528986,0.675855,0.666667,0.000007,0.710920,161.000000,
0.471014,0.699534,0.666667,0.000005,0.702543,184.000000,
0.500000,0.678675,0.666667,0.000003,0.702977,207.000000,
0.471014,0.710541,0.666667,0.000000,0.705266,230.000000,
0.471014,0.710923,0.666667,0.000000,0.695458,234.000000,
