val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.421292,0.581193,0.421292,0.000020,0.606003,80.000000,
0.512636,0.485522,0.512636,0.000018,0.468817,160.000000,
0.507170,0.462890,0.512636,0.000016,0.412707,240.000000,
0.539504,0.492183,0.539504,0.000013,0.339919,320.000000,
0.579418,0.485112,0.579418,0.000011,0.246628,400.000000,
0.529722,0.532496,0.579418,0.000009,0.225146,480.000000,
0.578087,0.678733,0.579418,0.000007,0.228401,560.000000,
0.560653,0.596569,0.579418,0.000005,0.167343,640.000000,
0.545062,0.736056,0.579418,0.000002,0.134393,720.000000,
0.559737,0.762197,0.579418,0.000000,0.112654,800.000000,
0.559737,0.761276,0.579418,0.000000,0.103908,804.000000,
