val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.799032,0.825368,0.812200,0.838799,0.825368,0.000020,5.057161,54.000000,
0.867718,0.877226,0.872472,0.596132,0.877226,0.000018,0.797958,108.000000,
0.885969,0.885442,0.885705,0.509610,0.885442,0.000016,0.654363,162.000000,
0.895702,0.895072,0.895387,0.446035,0.895072,0.000013,0.455389,216.000000,
0.899182,0.899877,0.899530,0.441303,0.899877,0.000011,0.400851,270.000000,
0.901503,0.900680,0.901091,0.429211,0.900680,0.000009,0.464664,324.000000,
0.902959,0.899815,0.901387,0.436237,0.900680,0.000007,0.367914,378.000000,
0.903848,0.901513,0.902680,0.416260,0.901513,0.000004,0.273419,432.000000,
0.903106,0.901922,0.902514,0.433135,0.901922,0.000002,0.277107,486.000000,
0.903135,0.902168,0.902651,0.426331,0.902168,0.000000,0.240870,540.000000,
