val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.457899,0.547358,0.457899,0.000020,0.618330,80.000000,
0.497022,0.528155,0.497022,0.000018,0.466320,160.000000,
0.528870,0.440485,0.528870,0.000016,0.457948,240.000000,
0.430295,0.491044,0.528870,0.000013,0.367071,320.000000,
0.507292,0.539053,0.528870,0.000011,0.352591,400.000000,
0.529327,0.508352,0.529327,0.000009,0.305865,480.000000,
0.585517,0.553802,0.585517,0.000007,0.274476,560.000000,
0.564895,0.578166,0.585517,0.000005,0.209640,640.000000,
0.580278,0.567006,0.585517,0.000002,0.220988,720.000000,
0.585580,0.615469,0.585580,0.000000,0.218782,800.000000,
0.585580,0.614708,0.585580,0.000000,0.167873,804.000000,
