val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.603666,0.569422,0.586544,1.529585,0.569422,0.000020,8.788783,54.000000,
0.852947,0.852718,0.852833,0.669707,0.852718,0.000018,1.022608,108.000000,
0.873233,0.872326,0.872780,0.717378,0.872326,0.000016,0.672698,162.000000,
0.884112,0.885061,0.884586,0.582383,0.885061,0.000013,0.532912,216.000000,
0.883299,0.883554,0.883426,0.542626,0.885061,0.000011,0.469275,270.000000,
0.889229,0.889423,0.889326,0.475218,0.889423,0.000009,0.453023,324.000000,
0.889779,0.890801,0.890290,0.500085,0.890801,0.000007,0.358839,378.000000,
0.890662,0.890979,0.890821,0.476287,0.890979,0.000004,0.284075,432.000000,
0.891159,0.892694,0.891927,0.475142,0.892694,0.000002,0.288802,486.000000,
0.891754,0.892432,0.892093,0.464663,0.892694,0.000000,0.270151,540.000000,
