val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.791322,0.792499,0.791910,0.996588,0.792499,0.000020,6.911602,54.000000,
0.864768,0.868421,0.866594,0.637048,0.868421,0.000018,0.881719,108.000000,
0.880178,0.881934,0.881056,0.538071,0.881934,0.000016,0.640752,162.000000,
0.883760,0.887231,0.885495,0.547082,0.887231,0.000013,0.547821,216.000000,
0.896340,0.895126,0.895733,0.463656,0.895126,0.000011,0.418827,270.000000,
0.890932,0.889818,0.890375,0.488514,0.895126,0.000009,0.434704,324.000000,
0.894567,0.893641,0.894104,0.480935,0.895126,0.000007,0.368455,378.000000,
0.895885,0.895658,0.895771,0.481476,0.895658,0.000004,0.273570,432.000000,
0.895250,0.895961,0.895605,0.488377,0.895961,0.000002,0.258117,486.000000,
0.895869,0.895932,0.895901,0.478573,0.895961,0.000000,0.280303,540.000000,
