val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.387053,0.690775,0.387053,0.000020,0.586967,80.000000,
0.509500,0.458684,0.509500,0.000018,0.423408,160.000000,
0.567139,0.381651,0.567139,0.000016,0.403942,240.000000,
0.502401,0.630703,0.567139,0.000013,0.283829,320.000000,
0.523272,0.691635,0.567139,0.000011,0.239218,400.000000,
0.541121,0.461913,0.567139,0.000009,0.220882,480.000000,
0.528769,0.933570,0.567139,0.000007,0.175005,560.000000,
0.576980,0.703770,0.576980,0.000005,0.098993,640.000000,
0.586761,0.659133,0.586761,0.000002,0.117144,720.000000,
0.570368,0.676150,0.586761,0.000000,0.122748,800.000000,
0.570368,0.676505,0.586761,0.000000,0.125767,804.000000,
