val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.755365,0.833759,0.794562,2.018538,0.833759,0.000020,2.726479,54.000000,
0.879770,0.880119,0.879944,0.546595,0.880119,0.000018,1.039424,108.000000,
0.854765,0.876300,0.865533,0.641741,0.880119,0.000016,0.793484,162.000000,
0.883993,0.886108,0.885051,0.538342,0.886108,0.000013,0.574496,216.000000,
0.896688,0.895948,0.896318,0.506017,0.895948,0.000011,0.459273,270.000000,
0.894295,0.893411,0.893853,0.445512,0.895948,0.000009,0.425919,324.000000,
0.896349,0.894746,0.895548,0.440978,0.895948,0.000007,0.359930,378.000000,
0.897995,0.897092,0.897543,0.432528,0.897092,0.000004,0.262612,432.000000,
0.899334,0.897809,0.898572,0.427392,0.897809,0.000002,0.235645,486.000000,
0.899783,0.898614,0.899198,0.425194,0.898614,0.000000,0.218601,540.000000,
