val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.572464,0.649978,0.572464,0.000020,0.705859,23.000000,
0.550725,0.662235,0.572464,0.000018,0.701905,46.000000,
0.485507,0.683496,0.572464,0.000016,0.694608,69.000000,
0.623188,0.603314,0.623188,0.000013,0.628031,92.000000,
0.673913,0.572885,0.673913,0.000011,0.619064,115.000000,
0.673913,0.567395,0.673913,0.000009,0.599539,138.000000,
0.666667,0.653241,0.673913,0.000007,0.547575,161.000000,
0.673913,0.569608,0.673913,0.000005,0.454829,184.000000,
0.688406,0.558131,0.688406,0.000003,0.464290,207.000000,
0.659420,0.578193,0.688406,0.000000,0.421478,230.000000,
0.666667,0.579474,0.688406,0.000000,0.412130,234.000000,
