val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.623188,0.671985,0.623188,0.000020,0.693947,23.000000,
0.666667,0.562501,0.666667,0.000018,0.645720,46.000000,
0.688406,0.506932,0.688406,0.000016,0.629263,69.000000,
0.688406,0.573037,0.688406,0.000013,0.503356,92.000000,
0.681159,0.573577,0.688406,0.000011,0.443351,115.000000,
0.731884,0.457414,0.731884,0.000009,0.461149,138.000000,
0.717391,0.498949,0.731884,0.000007,0.395547,161.000000,
0.731884,0.600028,0.731884,0.000005,0.234217,184.000000,
0.739130,0.571781,0.739130,0.000003,0.242522,207.000000,
0.739130,0.572228,0.739130,0.000000,0.240881,230.000000,
0.731884,0.570273,0.739130,0.000000,0.213655,234.000000,
