val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.869494,0.868239,0.868866,0.721022,0.868239,0.000020,2.289994,54.000000,
0.884937,0.883228,0.884082,0.515432,0.883228,0.000018,0.638954,108.000000,
0.892442,0.891686,0.892064,0.510042,0.891686,0.000016,0.611282,162.000000,
0.894104,0.897116,0.895610,0.519084,0.897116,0.000013,0.402955,216.000000,
0.901192,0.898500,0.899846,0.442766,0.898500,0.000011,0.366526,270.000000,
0.900714,0.897882,0.899298,0.456955,0.898500,0.000009,0.341444,324.000000,
0.901134,0.899172,0.900153,0.463211,0.899172,0.000007,0.285404,378.000000,
0.900976,0.899316,0.900146,0.458827,0.899316,0.000004,0.212151,432.000000,
0.904026,0.901556,0.902791,0.482725,0.901556,0.000002,0.212602,486.000000,
0.902827,0.901095,0.901961,0.448800,0.901556,0.000000,0.193803,540.000000,
