val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.496144,0.503828,0.496144,0.000020,0.527266,80.000000,
0.488523,0.497220,0.496144,0.000018,0.453237,160.000000,
0.512474,0.494252,0.512474,0.000016,0.404282,240.000000,
0.538934,0.628703,0.538934,0.000013,0.299718,320.000000,
0.523143,0.652273,0.538934,0.000011,0.219914,400.000000,
0.561508,0.562065,0.561508,0.000009,0.226555,480.000000,
0.576113,0.886770,0.576113,0.000007,0.170303,560.000000,
0.565487,0.733507,0.576113,0.000005,0.107332,640.000000,
0.591865,0.658412,0.591865,0.000002,0.125272,720.000000,
0.561050,0.707345,0.591865,0.000000,0.118666,800.000000,
0.561050,0.707187,0.591865,0.000000,0.081741,804.000000,
