val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.873603,0.872797,0.873200,0.861026,0.872797,0.000020,2.617444,54.000000,
0.881122,0.880425,0.880774,0.870990,0.880425,0.000018,0.730168,108.000000,
0.897058,0.896168,0.896613,0.611391,0.896168,0.000016,0.569416,162.000000,
0.896804,0.898148,0.897476,0.531779,0.898148,0.000013,0.450928,216.000000,
0.899595,0.897778,0.898686,0.502299,0.898148,0.000011,0.323143,270.000000,
0.903393,0.902771,0.903082,0.420705,0.902771,0.000009,0.401702,324.000000,
0.903649,0.903721,0.903685,0.461757,0.903721,0.000007,0.291886,378.000000,
0.905594,0.904358,0.904976,0.476600,0.904358,0.000004,0.233279,432.000000,
0.906246,0.905033,0.905639,0.422111,0.905033,0.000002,0.206083,486.000000,
0.906817,0.905026,0.905921,0.433414,0.905033,0.000000,0.207086,540.000000,
