val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.779061,0.780562,0.779812,0.884660,0.780562,0.000020,8.763301,54.000000,
0.842469,0.840897,0.841683,0.802744,0.840897,0.000018,0.844448,108.000000,
0.867686,0.872721,0.870203,0.649029,0.872721,0.000016,0.630421,162.000000,
0.880974,0.880980,0.880977,0.590871,0.880980,0.000013,0.524986,216.000000,
0.887084,0.887420,0.887252,0.544421,0.887420,0.000011,0.407195,270.000000,
0.880892,0.879868,0.880380,0.526972,0.887420,0.000009,0.430353,324.000000,
0.885200,0.884753,0.884977,0.519124,0.887420,0.000007,0.335942,378.000000,
0.887093,0.887645,0.887369,0.515711,0.887645,0.000004,0.268354,432.000000,
0.889621,0.888732,0.889177,0.504189,0.888732,0.000002,0.237387,486.000000,
0.892005,0.891288,0.891646,0.491990,0.891288,0.000000,0.244335,540.000000,
