val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.521602,0.451603,0.521602,0.000020,0.538615,80.000000,
0.491000,0.539066,0.521602,0.000018,0.444952,160.000000,
0.551643,0.427998,0.551643,0.000016,0.400727,240.000000,
0.560321,0.484905,0.560321,0.000013,0.308809,320.000000,
0.501928,0.696280,0.560321,0.000011,0.231738,400.000000,
0.514739,0.692078,0.560321,0.000009,0.215476,480.000000,
0.549370,0.869255,0.560321,0.000007,0.181575,560.000000,
0.571836,0.647146,0.571836,0.000005,0.119111,640.000000,
0.586352,0.682191,0.586352,0.000002,0.099024,720.000000,
0.559719,0.762848,0.586352,0.000000,0.116484,800.000000,
0.559719,0.762710,0.586352,0.000000,0.055752,804.000000,
