val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.615942,0.637338,0.615942,0.000020,0.689525,23.000000,
0.652174,0.565289,0.652174,0.000018,0.706457,46.000000,
0.652174,0.518229,0.652174,0.000016,0.599120,69.000000,
0.659420,0.579813,0.659420,0.000013,0.523330,92.000000,
0.637681,0.628609,0.659420,0.000011,0.468008,115.000000,
0.724638,0.497689,0.724638,0.000009,0.476235,138.000000,
0.702899,0.492186,0.724638,0.000007,0.415916,161.000000,
0.731884,0.638798,0.731884,0.000005,0.253817,184.000000,
0.739130,0.558364,0.739130,0.000003,0.267025,207.000000,
0.731884,0.541348,0.739130,0.000000,0.248329,230.000000,
0.731884,0.541782,0.739130,0.000000,0.251389,234.000000,
