val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.644928,0.621544,0.644928,0.000020,0.703851,23.000000,
0.644928,0.560987,0.644928,0.000018,0.664241,46.000000,
0.666667,0.531130,0.666667,0.000016,0.668940,69.000000,
0.724638,0.565854,0.724638,0.000013,0.502244,92.000000,
0.717391,0.545606,0.724638,0.000011,0.482878,115.000000,
0.695652,0.537930,0.724638,0.000009,0.445452,138.000000,
0.702899,0.581390,0.724638,0.000007,0.415429,161.000000,
0.717391,0.643313,0.724638,0.000005,0.251638,184.000000,
0.717391,0.662052,0.724638,0.000003,0.231858,207.000000,
0.710145,0.636047,0.724638,0.000000,0.205342,230.000000,
0.710145,0.634934,0.724638,0.000000,0.265515,234.000000,
