val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.448140,0.518320,0.448140,0.000020,0.563068,80.000000,
0.000000,0.705728,0.448140,0.000018,0.600106,160.000000,
0.000000,0.679072,0.448140,0.000016,0.613698,240.000000,
0.000000,0.665116,0.448140,0.000013,0.601812,320.000000,
0.000000,0.663594,0.448140,0.000011,0.620009,400.000000,
0.000000,0.670368,0.448140,0.000009,0.631366,480.000000,
0.000000,0.670577,0.448140,0.000007,0.622370,560.000000,
0.000000,0.697958,0.448140,0.000005,0.611114,640.000000,
0.000000,0.679047,0.448140,0.000002,0.617121,720.000000,
0.000000,0.674885,0.448140,0.000000,0.627099,800.000000,
0.000000,0.674889,0.448140,0.000000,0.572488,804.000000,
