val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.514493,0.641202,0.514493,0.000020,0.762422,23.000000,
0.528986,0.688523,0.528986,0.000018,0.714654,46.000000,
0.471014,0.742583,0.528986,0.000016,0.704741,69.000000,
0.471014,0.718360,0.528986,0.000013,0.717033,92.000000,
0.528986,0.689622,0.528986,0.000011,0.710660,115.000000,
0.471014,0.702010,0.528986,0.000009,0.705726,138.000000,
0.528986,0.677206,0.528986,0.000007,0.697532,161.000000,
0.528986,0.682249,0.528986,0.000005,0.710120,184.000000,
0.528986,0.683469,0.528986,0.000003,0.705962,207.000000,
0.528986,0.687845,0.528986,0.000000,0.699461,230.000000,
0.528986,0.687956,0.528986,0.000000,0.681864,234.000000,
