val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.778507,0.800896,0.789701,1.031275,0.800896,0.000020,3.020226,54.000000,
0.862404,0.881468,0.871936,0.607514,0.881468,0.000018,0.795456,108.000000,
0.890774,0.890929,0.890851,0.539117,0.890929,0.000016,0.556092,162.000000,
0.898492,0.897462,0.897977,0.463473,0.897462,0.000013,0.470673,216.000000,
0.902188,0.903495,0.902841,0.468616,0.903495,0.000011,0.386660,270.000000,
0.904407,0.903752,0.904080,0.421500,0.903752,0.000009,0.348578,324.000000,
0.905652,0.904678,0.905165,0.428832,0.904678,0.000007,0.345134,378.000000,
0.907746,0.906258,0.907002,0.449834,0.906258,0.000004,0.251943,432.000000,
0.909023,0.907322,0.908173,0.424632,0.907322,0.000002,0.231015,486.000000,
0.909122,0.907028,0.908075,0.419002,0.907322,0.000000,0.224940,540.000000,
