val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.474672,0.526756,0.474672,0.000020,0.521848,80.000000,
0.000000,0.698101,0.474672,0.000018,0.632939,160.000000,
0.000000,0.675293,0.474672,0.000016,0.628768,240.000000,
0.000000,0.681982,0.474672,0.000013,0.620813,320.000000,
0.000000,0.677720,0.474672,0.000011,0.619384,400.000000,
0.000000,0.681307,0.474672,0.000009,0.612194,480.000000,
0.000000,0.683318,0.474672,0.000007,0.618958,560.000000,
0.000000,0.680624,0.474672,0.000005,0.611077,640.000000,
0.000000,0.677285,0.474672,0.000002,0.614814,720.000000,
0.000000,0.675096,0.474672,0.000000,0.620815,800.000000,
0.000000,0.675091,0.474672,0.000000,0.702804,804.000000,
