val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.382338,0.550917,0.382338,0.000020,0.649371,80.000000,
0.527332,0.488556,0.527332,0.000018,0.468802,160.000000,
0.577527,0.441179,0.577527,0.000016,0.398466,240.000000,
0.528996,0.569849,0.577527,0.000013,0.315865,320.000000,
0.585308,0.566207,0.585308,0.000011,0.268881,400.000000,
0.597972,0.519157,0.597972,0.000009,0.251025,480.000000,
0.604314,0.547926,0.604314,0.000007,0.228458,560.000000,
0.585308,0.598762,0.604314,0.000005,0.141540,640.000000,
0.607596,0.581941,0.607596,0.000002,0.131937,720.000000,
0.585377,0.620478,0.607596,0.000000,0.166285,800.000000,
0.585377,0.620480,0.607596,0.000000,0.168277,804.000000,
