val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.514493,0.741095,0.514493,0.000020,0.782434,23.000000,
0.659420,0.541458,0.659420,0.000018,0.663367,46.000000,
0.644928,0.553416,0.659420,0.000016,0.628986,69.000000,
0.659420,0.593703,0.659420,0.000013,0.571873,92.000000,
0.702899,0.503742,0.702899,0.000011,0.457415,115.000000,
0.681159,0.514902,0.702899,0.000009,0.424607,138.000000,
0.717391,0.487434,0.717391,0.000007,0.419346,161.000000,
0.739130,0.559971,0.739130,0.000005,0.257144,184.000000,
0.753623,0.549411,0.753623,0.000003,0.259372,207.000000,
0.753623,0.536964,0.753623,0.000000,0.228234,230.000000,
0.753623,0.538564,0.753623,0.000000,0.228583,234.000000,
