val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.726973,0.471014,0.000020,0.723401,23.000000,
0.492754,0.705504,0.492754,0.000018,0.723024,46.000000,
0.471014,0.733936,0.492754,0.000016,0.714097,69.000000,
0.471014,0.791091,0.492754,0.000013,0.694840,92.000000,
0.528986,0.684244,0.528986,0.000011,0.714054,115.000000,
0.528986,0.679983,0.528986,0.000009,0.709007,138.000000,
0.471014,0.702367,0.528986,0.000007,0.713193,161.000000,
0.471014,0.711664,0.528986,0.000005,0.696494,184.000000,
0.528986,0.678438,0.528986,0.000003,0.699330,207.000000,
0.528986,0.673593,0.528986,0.000000,0.703971,230.000000,
0.528986,0.673547,0.528986,0.000000,0.700027,234.000000,
