val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.608696,0.567797,0.608696,0.000020,0.675501,23.000000,
0.681159,0.550879,0.681159,0.000018,0.672041,46.000000,
0.623188,0.598193,0.681159,0.000016,0.616467,69.000000,
0.695652,0.536332,0.695652,0.000013,0.505079,92.000000,
0.659420,0.523075,0.695652,0.000011,0.442509,115.000000,
0.659420,0.556073,0.695652,0.000009,0.439715,138.000000,
0.717391,0.523797,0.717391,0.000007,0.406164,161.000000,
0.746377,0.592839,0.746377,0.000005,0.206457,184.000000,
0.739130,0.573958,0.746377,0.000003,0.242651,207.000000,
0.717391,0.592351,0.746377,0.000000,0.175223,230.000000,
0.710145,0.590754,0.746377,0.000000,0.209163,234.000000,
