,val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,Unnamed: 6,i,filetype,seed,dataset,method,test_mcc,test_loss,test_step,val_acc,best_val_acc,test_acc,val_f1,val_acc_and_f1,Unnamed: 8,test_f1,test_acc_and_f1,val_pearson,val_spearmanr,val_corr,best_val_spearmanr,test_pearson,test_spearmanr,test_corr
2328,,0.522237,,7e-06,0.392851,378.0,,6,raw_log,6,STS-B,standard_debiased,,,,,,,,,,,,0.884946,0.884367,0.884656,0.884367,,,
2329,,0.501641,,4e-06,0.291597,432.0,,7,raw_log,6,STS-B,standard_debiased,,,,,,,,,,,,0.883095,0.885899,0.884497,0.885899,,,
2330,,0.486472,,2e-06,0.284389,486.0,,8,raw_log,6,STS-B,standard_debiased,,,,,,,,,,,,0.888944,0.888795,0.888869,0.888795,,,
2331,,0.478237,,0.0,0.29166,540.0,,9,raw_log,6,STS-B,standard_debiased,,,,,,,,,,,,0.890348,0.888687,0.889517,0.888795,,,
2332,,,,,,,,0,test_last_log,6,STS-B,standard_debiased,,0.4965,540.0,,,,,,,,,,,,,0.8878,0.8838,0.8858
2333,,,,,,,,0,test_best_log,6,STS-B,standard_debiased,,0.4964,540.0,,,,,,,,,,,,,0.8878,0.8839,0.8858
2334,,1.417577,,2e-05,8.244329,54.0,,0,raw_log,5,STS-B,standard_debiased,,,,,,,,,,,,0.597693,0.62004,0.608866,0.62004,,,
2335,,0.663448,,1.8e-05,0.98504,108.0,,1,raw_log,5,STS-B,standard_debiased,,,,,,,,,,,,0.849465,0.853979,0.851722,0.853979,,,
2336,,0.529264,,1.6e-05,0.682398,162.0,,2,raw_log,5,STS-B,standard_debiased,,,,,,,,,,,,0.87969,0.878429,0.87906,0.878429,,,
2337,,0.506493,,1.3e-05,0.476782,216.0,,3,raw_log,5,STS-B,standard_debiased,,,,,,,,,,,,0.883355,0.885854,0.884604,0.885854,,,
2338,,0.563728,,1.1e-05,0.499243,270.0,,4,raw_log,5,STS-B,standard_debiased,,,,,,,,,,,,0.874679,0.878005,0.876342,0.885854,,,
2339,,0.50105,,9e-06,0.442992,324.0,,5,raw_log,5,STS-B,standard_debiased,,,,,,,,,,,,0.885419,0.885146,0.885282,0.885854,,,
2340,,0.493009,,7e-06,0.37561,378.0,,6,raw_log,5,STS-B,standard_debiased,,,,,,,,,,,,0.888889,0.889725,0.889307,0.889725,,,
2341,,0.473741,,4e-06,0.283281,432.0,,7,raw_log,5,STS-B,standard_debiased,,,,,,,,,,,,0.890475,0.893088,0.891781,0.893088,,,
2342,,0.472452,,2e-06,0.287929,486.0,,8,raw_log,5,STS-B,standard_debiased,,,,,,,,,,,,0.891807,0.891884,0.891845,0.893088,,,
2343,,0.468487,,0.0,0.270379,540.0,,9,raw_log,5,STS-B,standard_debiased,,,,,,,,,,,,0.8926,0.893699,0.893149,0.893699,,,
2344,,,,,,,,0,test_last_log,5,STS-B,standard_debiased,,0.5032,540.0,,,,,,,,,,,,,0.8858,0.8844,0.8851
2345,,,,,,,,0,test_best_log,5,STS-B,standard_debiased,,0.5032,540.0,,,,,,,,,,,,,0.8858,0.8844,0.8851
2346,,1.007898,,2e-05,4.44611,54.0,,0,raw_log,30,STS-B,standard_debiased,,,,,,,,,,,,0.8246,0.824609,0.824605,0.824609,,,
2347,,0.613279,,1.8e-05,0.93331,108.0,,1,raw_log,30,STS-B,standard_debiased,,,,,,,,,,,,0.861674,0.869417,0.865546,0.869417,,,
2348,,0.571682,,1.6e-05,0.757606,162.0,,2,raw_log,30,STS-B,standard_debiased,,,,,,,,,,,,0.874179,0.871983,0.873081,0.871983,,,
2349,,0.684308,,1.3e-05,0.581506,216.0,,3,raw_log,30,STS-B,standard_debiased,,,,,,,,,,,,0.858954,0.835366,0.84716,0.871983,,,
2350,,0.5333,,1.1e-05,0.502529,270.0,,4,raw_log,30,STS-B,standard_debiased,,,,,,,,,,,,0.892106,0.893772,0.892939,0.893772,,,
2351,,0.479655,,9e-06,0.444882,324.0,,5,raw_log,30,STS-B,standard_debiased,,,,,,,,,,,,0.898268,0.896175,0.897221,0.896175,,,
2352,,0.466039,,7e-06,0.354048,378.0,,6,raw_log,30,STS-B,standard_debiased,,,,,,,,,,,,0.898674,0.896243,0.897459,0.896243,,,
2353,,0.449537,,4e-06,0.256863,432.0,,7,raw_log,30,STS-B,standard_debiased,,,,,,,,,,,,0.898212,0.895898,0.897055,0.896243,,,
2354,,0.44219,,2e-06,0.278387,486.0,,8,raw_log,30,STS-B,standard_debiased,,,,,,,,,,,,0.900415,0.897811,0.899113,0.897811,,,
2355,,0.443651,,0.0,0.274554,540.0,,9,raw_log,30,STS-B,standard_debiased,,,,,,,,,,,,0.900718,0.897978,0.899348,0.897978,,,
2356,,,,,,,,0,test_last_log,30,STS-B,standard_debiased,,0.4853,540.0,,,,,,,,,,,,,0.8931,0.8869,0.89
2357,,,,,,,,0,test_best_log,30,STS-B,standard_debiased,,0.4853,540.0,,,,,,,,,,,,,0.8931,0.8869,0.89
2358,,0.886007,,2e-05,4.991034,54.0,,0,raw_log,29,STS-B,standard_debiased,,,,,,,,,,,,0.793649,0.765676,0.779663,0.765676,,,
2359,,0.648732,,1.8e-05,0.870141,108.0,,1,raw_log,29,STS-B,standard_debiased,,,,,,,,,,,,0.864249,0.871163,0.867706,0.871163,,,
2360,,0.608587,,1.6e-05,0.652151,162.0,,2,raw_log,29,STS-B,standard_debiased,,,,,,,,,,,,0.862817,0.869175,0.865996,0.871163,,,
2361,,0.522577,,1.3e-05,0.539068,216.0,,3,raw_log,29,STS-B,standard_debiased,,,,,,,,,,,,0.878573,0.881173,0.879873,0.881173,,,
2362,,0.492602,,1.1e-05,0.44032,270.0,,4,raw_log,29,STS-B,standard_debiased,,,,,,,,,,,,0.891247,0.893825,0.892536,0.893825,,,
2363,,0.506614,,9e-06,0.427807,324.0,,5,raw_log,29,STS-B,standard_debiased,,,,,,,,,,,,0.893042,0.8949,0.893971,0.8949,,,
2364,,0.469755,,7e-06,0.356535,378.0,,6,raw_log,29,STS-B,standard_debiased,,,,,,,,,,,,0.896742,0.897125,0.896933,0.897125,,,
2365,,0.457337,,4e-06,0.278711,432.0,,7,raw_log,29,STS-B,standard_debiased,,,,,,,,,,,,0.896987,0.896272,0.896629,0.897125,,,
2366,,0.466093,,2e-06,0.281743,486.0,,8,raw_log,29,STS-B,standard_debiased,,,,,,,,,,,,0.897323,0.897356,0.89734,0.897356,,,
2367,,0.461286,,0.0,0.28141,540.0,,9,raw_log,29,STS-B,standard_debiased,,,,,,,,,,,,0.897417,0.898166,0.897792,0.898166,,,
2368,,,,,,,,0,test_last_log,29,STS-B,standard_debiased,,0.4781,540.0,,,,,,,,,,,,,0.8921,0.8887,0.8904
2369,,,,,,,,0,test_best_log,29,STS-B,standard_debiased,,0.4781,540.0,,,,,,,,,,,,,0.8921,0.8887,0.8904
2370,,0.88466,,2e-05,8.763301,54.0,,0,raw_log,41,STS-B,standard_debiased,,,,,,,,,,,,0.779061,0.780562,0.779812,0.780562,,,
2371,,0.802744,,1.8e-05,0.844448,108.0,,1,raw_log,41,STS-B,standard_debiased,,,,,,,,,,,,0.842469,0.840897,0.841683,0.840897,,,
2372,,0.649029,,1.6e-05,0.630421,162.0,,2,raw_log,41,STS-B,standard_debiased,,,,,,,,,,,,0.867686,0.872721,0.870203,0.872721,,,
2373,,0.590871,,1.3e-05,0.524986,216.0,,3,raw_log,41,STS-B,standard_debiased,,,,,,,,,,,,0.880974,0.88098,0.880977,0.88098,,,
2374,,0.544421,,1.1e-05,0.407195,270.0,,4,raw_log,41,STS-B,standard_debiased,,,,,,,,,,,,0.887084,0.88742,0.887252,0.88742,,,
2375,,0.526972,,9e-06,0.430353,324.0,,5,raw_log,41,STS-B,standard_debiased,,,,,,,,,,,,0.880892,0.879868,0.88038,0.88742,,,
2376,,0.519124,,7e-06,0.335942,378.0,,6,raw_log,41,STS-B,standard_debiased,,,,,,,,,,,,0.8852,0.884753,0.884977,0.88742,,,
2377,,0.515711,,4e-06,0.268354,432.0,,7,raw_log,41,STS-B,standard_debiased,,,,,,,,,,,,0.887093,0.887645,0.887369,0.887645,,,
2378,,0.504189,,2e-06,0.237387,486.0,,8,raw_log,41,STS-B,standard_debiased,,,,,,,,,,,,0.889621,0.888732,0.889177,0.888732,,,
2379,,0.49199,,0.0,0.244335,540.0,,9,raw_log,41,STS-B,standard_debiased,,,,,,,,,,,,0.892005,0.891288,0.891646,0.891288,,,
2380,,,,,,,,0,test_last_log,41,STS-B,standard_debiased,,0.5204,540.0,,,,,,,,,,,,,0.8858,0.8822,0.884
2381,,,,,,,,0,test_best_log,41,STS-B,standard_debiased,,0.5204,540.0,,,,,,,,,,,,,0.8858,0.8822,0.884
2382,,0.872169,,2e-05,5.04063,54.0,,0,raw_log,12,STS-B,standard_debiased,,,,,,,,,,,,0.811879,0.821742,0.81681,0.821742,,,
2383,,0.621543,,1.8e-05,0.862463,108.0,,1,raw_log,12,STS-B,standard_debiased,,,,,,,,,,,,0.853459,0.856664,0.855061,0.856664,,,
2384,,0.508663,,1.6e-05,0.652634,162.0,,2,raw_log,12,STS-B,standard_debiased,,,,,,,,,,,,0.885452,0.885018,0.885235,0.885018,,,
2385,,0.492009,,1.3e-05,0.444851,216.0,,3,raw_log,12,STS-B,standard_debiased,,,,,,,,,,,,0.89254,0.8939,0.89322,0.8939,,,
2386,,0.509754,,1.1e-05,0.412845,270.0,,4,raw_log,12,STS-B,standard_debiased,,,,,,,,,,,,0.891901,0.895732,0.893817,0.895732,,,
2387,,0.489618,,9e-06,0.42973,324.0,,5,raw_log,12,STS-B,standard_debiased,,,,,,,,,,,,0.894091,0.896202,0.895147,0.896202,,,
2388,,0.437297,,7e-06,0.358174,378.0,,6,raw_log,12,STS-B,standard_debiased,,,,,,,,,,,,0.900118,0.900243,0.90018,0.900243,,,
2389,,0.452726,,4e-06,0.253289,432.0,,7,raw_log,12,STS-B,standard_debiased,,,,,,,,,,,,0.900216,0.900326,0.900271,0.900326,,,
2390,,0.444543,,2e-06,0.274642,486.0,,8,raw_log,12,STS-B,standard_debiased,,,,,,,,,,,,0.900499,0.901094,0.900797,0.901094,,,
2391,,0.451679,,0.0,0.253659,540.0,,9,raw_log,12,STS-B,standard_debiased,,,,,,,,,,,,0.899335,0.901163,0.900249,0.901163,,,
2392,,,,,,,,0,test_last_log,12,STS-B,standard_debiased,,0.4727,540.0,,,,,,,,,,,,,0.8937,0.8912,0.8924
2393,,,,,,,,0,test_best_log,12,STS-B,standard_debiased,,0.4727,540.0,,,,,,,,,,,,,0.8937,0.8912,0.8924
2394,,0.790146,,2e-05,4.698055,54.0,,0,raw_log,35,STS-B,standard_debiased,,,,,,,,,,,,0.812302,0.816267,0.814284,0.816267,,,
2395,,0.659569,,1.8e-05,0.78342,108.0,,1,raw_log,35,STS-B,standard_debiased,,,,,,,,,,,,0.864731,0.870654,0.867693,0.870654,,,
2396,,0.497163,,1.6e-05,0.622174,162.0,,2,raw_log,35,STS-B,standard_debiased,,,,,,,,,,,,0.884701,0.884597,0.884649,0.884597,,,
2397,,0.505199,,1.3e-05,0.493176,216.0,,3,raw_log,35,STS-B,standard_debiased,,,,,,,,,,,,0.886962,0.888423,0.887692,0.888423,,,
2398,,0.49297,,1.1e-05,0.415192,270.0,,4,raw_log,35,STS-B,standard_debiased,,,,,,,,,,,,0.888738,0.886928,0.887833,0.888423,,,
2399,,0.455523,,9e-06,0.412023,324.0,,5,raw_log,35,STS-B,standard_debiased,,,,,,,,,,,,0.89759,0.894559,0.896074,0.894559,,,
2400,,0.496339,,7e-06,0.358374,378.0,,6,raw_log,35,STS-B,standard_debiased,,,,,,,,,,,,0.89547,0.897198,0.896334,0.897198,,,
2401,,0.490497,,4e-06,0.265434,432.0,,7,raw_log,35,STS-B,standard_debiased,,,,,,,,,,,,0.897602,0.898481,0.898041,0.898481,,,
2402,,0.461151,,2e-06,0.246332,486.0,,8,raw_log,35,STS-B,standard_debiased,,,,,,,,,,,,0.897589,0.897523,0.897556,0.898481,,,
2403,,0.466942,,0.0,0.241999,540.0,,9,raw_log,35,STS-B,standard_debiased,,,,,,,,,,,,0.896476,0.896889,0.896683,0.898481,,,
2404,,,,,,,,0,test_last_log,35,STS-B,standard_debiased,,0.4796,540.0,,,,,,,,,,,,,0.8918,0.8895,0.8906
2405,,,,,,,,0,test_best_log,35,STS-B,standard_debiased,,0.4797,540.0,,,,,,,,,,,,,0.8918,0.8895,0.8906
2406,,1.224965,,2e-05,7.393074,54.0,,0,raw_log,23,STS-B,standard_debiased,,,,,,,,,,,,0.737487,0.766677,0.752082,0.766677,,,
2407,,0.608167,,1.8e-05,0.825897,108.0,,1,raw_log,23,STS-B,standard_debiased,,,,,,,,,,,,0.867436,0.866139,0.866787,0.866139,,,
2408,,0.585312,,1.6e-05,0.684688,162.0,,2,raw_log,23,STS-B,standard_debiased,,,,,,,,,,,,0.876352,0.876131,0.876241,0.876131,,,
2409,,0.550935,,1.3e-05,0.481346,216.0,,3,raw_log,23,STS-B,standard_debiased,,,,,,,,,,,,0.883214,0.882933,0.883074,0.882933,,,
2410,,0.472382,,1.1e-05,0.450657,270.0,,4,raw_log,23,STS-B,standard_debiased,,,,,,,,,,,,0.888818,0.890345,0.889581,0.890345,,,
2411,,0.501533,,9e-06,0.411536,324.0,,5,raw_log,23,STS-B,standard_debiased,,,,,,,,,,,,0.889939,0.888597,0.889268,0.890345,,,
2412,,0.485271,,7e-06,0.382956,378.0,,6,raw_log,23,STS-B,standard_debiased,,,,,,,,,,,,0.893235,0.893231,0.893233,0.893231,,,
2413,,0.461754,,4e-06,0.282942,432.0,,7,raw_log,23,STS-B,standard_debiased,,,,,,,,,,,,0.896351,0.896618,0.896485,0.896618,,,
2414,,0.457289,,2e-06,0.265514,486.0,,8,raw_log,23,STS-B,standard_debiased,,,,,,,,,,,,0.895653,0.895783,0.895718,0.896618,,,
2415,,0.465943,,0.0,0.253536,540.0,,9,raw_log,23,STS-B,standard_debiased,,,,,,,,,,,,0.89684,0.896446,0.896643,0.896618,,,
2416,,,,,,,,0,test_last_log,23,STS-B,standard_debiased,,0.5136,540.0,,,,,,,,,,,,,0.8895,0.8853,0.8874
2417,,,,,,,,0,test_best_log,23,STS-B,standard_debiased,,0.5134,540.0,,,,,,,,,,,,,0.8895,0.8852,0.8874
2418,,1.21421,,2e-05,5.017985,54.0,,0,raw_log,26,STS-B,standard_debiased,,,,,,,,,,,,0.726859,0.715531,0.721195,0.715531,,,
2419,,0.782102,,1.8e-05,1.320126,108.0,,1,raw_log,26,STS-B,standard_debiased,,,,,,,,,,,,0.820532,0.809433,0.814983,0.809433,,,
2420,,0.627042,,1.6e-05,0.903275,162.0,,2,raw_log,26,STS-B,standard_debiased,,,,,,,,,,,,0.873201,0.86926,0.871231,0.86926,,,
2421,,0.513804,,1.3e-05,0.669955,216.0,,3,raw_log,26,STS-B,standard_debiased,,,,,,,,,,,,0.885547,0.888607,0.887077,0.888607,,,
2422,,0.428992,,1.1e-05,0.546264,270.0,,4,raw_log,26,STS-B,standard_debiased,,,,,,,,,,,,0.900578,0.89883,0.899704,0.89883,,,
2423,,0.522893,,9e-06,0.50566,324.0,,5,raw_log,26,STS-B,standard_debiased,,,,,,,,,,,,0.898411,0.897664,0.898037,0.89883,,,
2424,,0.50226,,7e-06,0.482159,378.0,,6,raw_log,26,STS-B,standard_debiased,,,,,,,,,,,,0.896432,0.901039,0.898735,0.901039,,,
2425,,0.498069,,4e-06,0.369769,432.0,,7,raw_log,26,STS-B,standard_debiased,,,,,,,,,,,,0.902353,0.905335,0.903844,0.905335,,,
2426,,0.415391,,2e-06,0.352326,486.0,,8,raw_log,26,STS-B,standard_debiased,,,,,,,,,,,,0.90452,0.904465,0.904493,0.905335,,,
2427,,0.44687,,0.0,0.351521,540.0,,9,raw_log,26,STS-B,standard_debiased,,,,,,,,,,,,0.9019,0.904287,0.903094,0.905335,,,
2428,,,,,,,,0,test_last_log,26,STS-B,standard_debiased,,0.5172,540.0,,,,,,,,,,,,,0.8859,0.8827,0.8843
2429,,,,,,,,0,test_best_log,26,STS-B,standard_debiased,,0.5172,540.0,,,,,,,,,,,,,0.8859,0.8827,0.8843
2430,,1.019163,,2e-05,2.093172,54.0,,0,raw_log,3,STS-B,standard_debiased,,,,,,,,,,,,0.742277,0.811047,0.776662,0.811047,,,
2431,,0.763181,,1.8e-05,0.958921,108.0,,1,raw_log,3,STS-B,standard_debiased,,,,,,,,,,,,0.838603,0.859587,0.849095,0.859587,,,
2432,,0.525245,,1.6e-05,0.664358,162.0,,2,raw_log,3,STS-B,standard_debiased,,,,,,,,,,,,0.88467,0.888209,0.886439,0.888209,,,
2433,,0.501884,,1.3e-05,0.479294,216.0,,3,raw_log,3,STS-B,standard_debiased,,,,,,,,,,,,0.893843,0.894549,0.894196,0.894549,,,
2434,,0.466568,,1.1e-05,0.444037,270.0,,4,raw_log,3,STS-B,standard_debiased,,,,,,,,,,,,0.898392,0.899991,0.899192,0.899991,,,
2435,,0.425282,,9e-06,0.427706,324.0,,5,raw_log,3,STS-B,standard_debiased,,,,,,,,,,,,0.903595,0.90194,0.902767,0.90194,,,
2436,,0.468815,,7e-06,0.410742,378.0,,6,raw_log,3,STS-B,standard_debiased,,,,,,,,,,,,0.902396,0.902417,0.902406,0.902417,,,
2437,,0.421734,,4e-06,0.282342,432.0,,7,raw_log,3,STS-B,standard_debiased,,,,,,,,,,,,0.905778,0.904532,0.905155,0.904532,,,
2438,,0.424551,,2e-06,0.292126,486.0,,8,raw_log,3,STS-B,standard_debiased,,,,,,,,,,,,0.906197,0.904973,0.905585,0.904973,,,
2439,,0.430597,,0.0,0.274226,540.0,,9,raw_log,3,STS-B,standard_debiased,,,,,,,,,,,,0.90629,0.905033,0.905661,0.905033,,,
2440,,,,,,,,0,test_last_log,3,STS-B,standard_debiased,,0.4534,540.0,,,,,,,,,,,,,0.8987,0.8947,0.8967
2441,,,,,,,,0,test_best_log,3,STS-B,standard_debiased,,0.4534,540.0,,,,,,,,,,,,,0.8987,0.8947,0.8967
2442,,0.812722,,2e-05,4.847704,54.0,,0,raw_log,49,STS-B,standard_debiased,,,,,,,,,,,,0.804325,0.812084,0.808205,0.812084,,,
2443,,0.604157,,1.8e-05,0.823782,108.0,,1,raw_log,49,STS-B,standard_debiased,,,,,,,,,,,,0.866331,0.869548,0.867939,0.869548,,,
2444,,0.564189,,1.6e-05,0.626454,162.0,,2,raw_log,49,STS-B,standard_debiased,,,,,,,,,,,,0.883152,0.889381,0.886266,0.889381,,,
2445,,0.526532,,1.3e-05,0.509579,216.0,,3,raw_log,49,STS-B,standard_debiased,,,,,,,,,,,,0.890176,0.892732,0.891454,0.892732,,,
2446,,0.495728,,1.1e-05,0.412244,270.0,,4,raw_log,49,STS-B,standard_debiased,,,,,,,,,,,,0.895315,0.895989,0.895652,0.895989,,,
2447,,0.459667,,9e-06,0.405716,324.0,,5,raw_log,49,STS-B,standard_debiased,,,,,,,,,,,,0.895773,0.894142,0.894957,0.895989,,,
2448,,0.477364,,7e-06,0.334965,378.0,,6,raw_log,49,STS-B,standard_debiased,,,,,,,,,,,,0.893808,0.894185,0.893996,0.895989,,,
2449,,0.500674,,4e-06,0.274017,432.0,,7,raw_log,49,STS-B,standard_debiased,,,,,,,,,,,,0.898155,0.896654,0.897404,0.896654,,,
2450,,0.472419,,2e-06,0.279848,486.0,,8,raw_log,49,STS-B,standard_debiased,,,,,,,,,,,,0.896384,0.897612,0.896998,0.897612,,,
2451,,0.464812,,0.0,0.243806,540.0,,9,raw_log,49,STS-B,standard_debiased,,,,,,,,,,,,0.897753,0.897445,0.897599,0.897612,,,
2452,,,,,,,,0,test_last_log,49,STS-B,standard_debiased,,0.4756,540.0,,,,,,,,,,,,,0.8951,0.8918,0.8935
2453,,,,,,,,0,test_best_log,49,STS-B,standard_debiased,,0.4754,540.0,,,,,,,,,,,,,0.8952,0.8919,0.8935
2454,,0.808978,,2e-05,3.242214,54.0,,0,raw_log,45,STS-B,standard_debiased,,,,,,,,,,,,0.817115,0.833884,0.8255,0.833884,,,
2455,,0.583373,,1.8e-05,0.794731,108.0,,1,raw_log,45,STS-B,standard_debiased,,,,,,,,,,,,0.870443,0.869897,0.87017,0.869897,,,
2456,,0.552279,,1.6e-05,0.607703,162.0,,2,raw_log,45,STS-B,standard_debiased,,,,,,,,,,,,0.885991,0.886836,0.886414,0.886836,,,
2457,,0.451384,,1.3e-05,0.494609,216.0,,3,raw_log,45,STS-B,standard_debiased,,,,,,,,,,,,0.895504,0.893929,0.894716,0.893929,,,
2458,,0.462082,,1.1e-05,0.405243,270.0,,4,raw_log,45,STS-B,standard_debiased,,,,,,,,,,,,0.898929,0.900351,0.89964,0.900351,,,
2459,,0.44697,,9e-06,0.444512,324.0,,5,raw_log,45,STS-B,standard_debiased,,,,,,,,,,,,0.900627,0.901248,0.900938,0.901248,,,
2460,,0.440435,,7e-06,0.351695,378.0,,6,raw_log,45,STS-B,standard_debiased,,,,,,,,,,,,0.900088,0.901376,0.900732,0.901376,,,
2461,,0.465133,,4e-06,0.284553,432.0,,7,raw_log,45,STS-B,standard_debiased,,,,,,,,,,,,0.899822,0.902463,0.901142,0.902463,,,
2462,,0.438198,,2e-06,0.272752,486.0,,8,raw_log,45,STS-B,standard_debiased,,,,,,,,,,,,0.900323,0.902531,0.901427,0.902531,,,
2463,,0.439446,,0.0,0.287427,540.0,,9,raw_log,45,STS-B,standard_debiased,,,,,,,,,,,,0.901618,0.902205,0.901912,0.902531,,,
2464,,,,,,,,0,test_last_log,45,STS-B,standard_debiased,,0.4619,540.0,,,,,,,,,,,,,0.8977,0.8937,0.8957
2465,,,,,,,,0,test_best_log,45,STS-B,standard_debiased,,0.4618,540.0,,,,,,,,,,,,,0.8977,0.8938,0.8957
2466,,1.844211,,2e-05,5.154252,54.0,,0,raw_log,48,STS-B,standard_debiased,,,,,,,,,,,,0.700319,0.754075,0.727197,0.754075,,,
2467,,0.722712,,1.8e-05,0.928622,108.0,,1,raw_log,48,STS-B,standard_debiased,,,,,,,,,,,,0.854756,0.863594,0.859175,0.863594,,,
2468,,0.6185,,1.6e-05,0.753906,162.0,,2,raw_log,48,STS-B,standard_debiased,,,,,,,,,,,,0.876053,0.882748,0.8794,0.882748,,,
2469,,0.521873,,1.3e-05,0.547067,216.0,,3,raw_log,48,STS-B,standard_debiased,,,,,,,,,,,,0.88176,0.89334,0.88755,0.89334,,,
2470,,0.520989,,1.1e-05,0.538469,270.0,,4,raw_log,48,STS-B,standard_debiased,,,,,,,,,,,,0.892756,0.893449,0.893102,0.893449,,,
2471,,0.580918,,9e-06,0.447417,324.0,,5,raw_log,48,STS-B,standard_debiased,,,,,,,,,,,,0.887065,0.896946,0.892005,0.896946,,,
2472,,0.468872,,7e-06,0.434091,378.0,,6,raw_log,48,STS-B,standard_debiased,,,,,,,,,,,,0.897483,0.896128,0.896805,0.896946,,,
2473,,0.508734,,4e-06,0.309504,432.0,,7,raw_log,48,STS-B,standard_debiased,,,,,,,,,,,,0.89498,0.899163,0.897071,0.899163,,,
2474,,0.444253,,2e-06,0.32041,486.0,,8,raw_log,48,STS-B,standard_debiased,,,,,,,,,,,,0.896125,0.896579,0.896352,0.899163,,,
2475,,0.453833,,0.0,0.299592,540.0,,9,raw_log,48,STS-B,standard_debiased,,,,,,,,,,,,0.897613,0.898264,0.897939,0.899163,,,
2476,,,,,,,,0,test_last_log,48,STS-B,standard_debiased,,0.5038,540.0,,,,,,,,,,,,,0.8901,0.8873,0.8887
2477,,,,,,,,0,test_best_log,48,STS-B,standard_debiased,,0.5038,540.0,,,,,,,,,,,,,0.8901,0.8873,0.8887
2478,,0.950431,,2e-05,4.969244,54.0,,0,raw_log,17,STS-B,standard_debiased,,,,,,,,,,,,0.781494,0.741327,0.761411,0.741327,,,
2479,,0.548719,,1.8e-05,0.840866,108.0,,1,raw_log,17,STS-B,standard_debiased,,,,,,,,,,,,0.877158,0.874905,0.876032,0.874905,,,
2480,,0.580993,,1.6e-05,0.675047,162.0,,2,raw_log,17,STS-B,standard_debiased,,,,,,,,,,,,0.878513,0.882943,0.880728,0.882943,,,
2481,,0.488335,,1.3e-05,0.518127,216.0,,3,raw_log,17,STS-B,standard_debiased,,,,,,,,,,,,0.885296,0.883207,0.884251,0.883207,,,
2482,,0.48853,,1.1e-05,0.4388,270.0,,4,raw_log,17,STS-B,standard_debiased,,,,,,,,,,,,0.88843,0.888351,0.888391,0.888351,,,
2483,,0.464562,,9e-06,0.42179,324.0,,5,raw_log,17,STS-B,standard_debiased,,,,,,,,,,,,0.893366,0.895369,0.894368,0.895369,,,
2484,,0.467031,,7e-06,0.337716,378.0,,6,raw_log,17,STS-B,standard_debiased,,,,,,,,,,,,0.894066,0.894589,0.894328,0.895369,,,
2485,,0.451948,,4e-06,0.251903,432.0,,7,raw_log,17,STS-B,standard_debiased,,,,,,,,,,,,0.898073,0.89598,0.897026,0.89598,,,
2486,,0.465228,,2e-06,0.261321,486.0,,8,raw_log,17,STS-B,standard_debiased,,,,,,,,,,,,0.897903,0.896679,0.897291,0.896679,,,
2487,,0.448385,,0.0,0.265972,540.0,,9,raw_log,17,STS-B,standard_debiased,,,,,,,,,,,,0.898978,0.897928,0.898453,0.897928,,,
2488,,,,,,,,0,test_last_log,17,STS-B,standard_debiased,,0.4733,540.0,,,,,,,,,,,,,0.8943,0.8904,0.8923
2489,,,,,,,,0,test_best_log,17,STS-B,standard_debiased,,0.4733,540.0,,,,,,,,,,,,,0.8943,0.8904,0.8923
2490,,1.663905,,2e-05,5.844841,54.0,,0,raw_log,24,STS-B,standard_debiased,,,,,,,,,,,,0.656902,0.641923,0.649413,0.641923,,,
2491,,0.652763,,1.8e-05,0.953362,108.0,,1,raw_log,24,STS-B,standard_debiased,,,,,,,,,,,,0.872943,0.870103,0.871523,0.870103,,,
2492,,0.496452,,1.6e-05,0.693459,162.0,,2,raw_log,24,STS-B,standard_debiased,,,,,,,,,,,,0.883172,0.889462,0.886317,0.889462,,,
2493,,0.49146,,1.3e-05,0.532549,216.0,,3,raw_log,24,STS-B,standard_debiased,,,,,,,,,,,,0.897937,0.89421,0.896073,0.89421,,,
2494,,0.510107,,1.1e-05,0.469038,270.0,,4,raw_log,24,STS-B,standard_debiased,,,,,,,,,,,,0.897737,0.89699,0.897363,0.89699,,,
2495,,0.439931,,9e-06,0.467756,324.0,,5,raw_log,24,STS-B,standard_debiased,,,,,,,,,,,,0.90121,0.899189,0.9002,0.899189,,,
2496,,0.428836,,7e-06,0.38126,378.0,,6,raw_log,24,STS-B,standard_debiased,,,,,,,,,,,,0.904026,0.901148,0.902587,0.901148,,,
2497,,0.428948,,4e-06,0.278402,432.0,,7,raw_log,24,STS-B,standard_debiased,,,,,,,,,,,,0.906309,0.9053,0.905804,0.9053,,,
2498,,0.415245,,2e-06,0.27264,486.0,,8,raw_log,24,STS-B,standard_debiased,,,,,,,,,,,,0.908636,0.905555,0.907096,0.905555,,,
2499,,0.408358,,0.0,0.264358,540.0,,9,raw_log,24,STS-B,standard_debiased,,,,,,,,,,,,0.908924,0.90586,0.907392,0.90586,,,
2500,,,,,,,,0,test_last_log,24,STS-B,standard_debiased,,0.4862,540.0,,,,,,,,,,,,,0.8942,0.8885,0.8914
2501,,,,,,,,0,test_best_log,24,STS-B,standard_debiased,,0.4862,540.0,,,,,,,,,,,,,0.8942,0.8885,0.8914
2502,,1.856063,,2e-05,8.213948,54.0,,0,raw_log,39,STS-B,standard_debiased,,,,,,,,,,,,0.452379,0.42979,0.441084,0.42979,,,
