,val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,Unnamed: 6,i,filetype,seed,dataset,method,test_mcc,test_loss,test_step,val_acc,best_val_acc,test_acc,val_f1,val_acc_and_f1,Unnamed: 8,test_f1,test_acc_and_f1,val_pearson,val_spearmanr,val_corr,best_val_spearmanr,test_pearson,test_spearmanr,test_corr
4518,,0.440978,,7e-06,0.35993,378.0,,6,raw_log,16,STS-B,not_debiased,,,,,,,,,,,,0.896349,0.894746,0.895548,0.895948,,,
4519,,0.432528,,4e-06,0.262612,432.0,,7,raw_log,16,STS-B,not_debiased,,,,,,,,,,,,0.897995,0.897092,0.897543,0.897092,,,
4520,,0.427392,,2e-06,0.235645,486.0,,8,raw_log,16,STS-B,not_debiased,,,,,,,,,,,,0.899334,0.897809,0.898572,0.897809,,,
4521,,0.425194,,0.0,0.218601,540.0,,9,raw_log,16,STS-B,not_debiased,,,,,,,,,,,,0.899783,0.898614,0.899198,0.898614,,,
4522,,,,,,,,0,test_last_log,16,STS-B,not_debiased,,0.464,540.0,,,,,,,,,,,,,0.8936,0.8895,0.8916
4523,,,,,,,,0,test_best_log,16,STS-B,not_debiased,,0.464,540.0,,,,,,,,,,,,,0.8936,0.8895,0.8916
4524,,1.016503,,2e-05,4.224106,54.0,,0,raw_log,28,STS-B,not_debiased,,,,,,,,,,,,0.808487,0.805614,0.80705,0.805614,,,
4525,,0.703147,,1.8e-05,0.969608,108.0,,1,raw_log,28,STS-B,not_debiased,,,,,,,,,,,,0.828441,0.859876,0.844159,0.859876,,,
4526,,0.564879,,1.6e-05,0.896068,162.0,,2,raw_log,28,STS-B,not_debiased,,,,,,,,,,,,0.877428,0.879364,0.878396,0.879364,,,
4527,,0.559507,,1.3e-05,0.614781,216.0,,3,raw_log,28,STS-B,not_debiased,,,,,,,,,,,,0.873526,0.880398,0.876962,0.880398,,,
4528,,0.531128,,1.1e-05,0.477588,270.0,,4,raw_log,28,STS-B,not_debiased,,,,,,,,,,,,0.883282,0.885782,0.884532,0.885782,,,
4529,,0.456982,,9e-06,0.400649,324.0,,5,raw_log,28,STS-B,not_debiased,,,,,,,,,,,,0.892368,0.890661,0.891514,0.890661,,,
4530,,0.463635,,7e-06,0.362594,378.0,,6,raw_log,28,STS-B,not_debiased,,,,,,,,,,,,0.890973,0.889555,0.890264,0.890661,,,
4531,,0.439862,,4e-06,0.298831,432.0,,7,raw_log,28,STS-B,not_debiased,,,,,,,,,,,,0.897505,0.896839,0.897172,0.896839,,,
4532,,0.434047,,2e-06,0.263185,486.0,,8,raw_log,28,STS-B,not_debiased,,,,,,,,,,,,0.89806,0.897051,0.897556,0.897051,,,
4533,,0.432254,,0.0,0.261611,540.0,,9,raw_log,28,STS-B,not_debiased,,,,,,,,,,,,0.89799,0.897023,0.897507,0.897051,,,
4534,,,,,,,,0,test_last_log,28,STS-B,not_debiased,,0.5322,540.0,,,,,,,,,,,,,0.8772,0.8732,0.8752
4535,,,,,,,,0,test_best_log,28,STS-B,not_debiased,,0.5319,540.0,,,,,,,,,,,,,0.8772,0.8732,0.8752
4536,,1.098005,,2e-05,5.100866,54.0,,0,raw_log,34,STS-B,not_debiased,,,,,,,,,,,,0.76017,0.805486,0.782828,0.805486,,,
4537,,0.728258,,1.8e-05,0.927056,108.0,,1,raw_log,34,STS-B,not_debiased,,,,,,,,,,,,0.835548,0.853959,0.844753,0.853959,,,
4538,,0.581229,,1.6e-05,0.800997,162.0,,2,raw_log,34,STS-B,not_debiased,,,,,,,,,,,,0.874849,0.873488,0.874169,0.873488,,,
4539,,0.589519,,1.3e-05,0.515283,216.0,,3,raw_log,34,STS-B,not_debiased,,,,,,,,,,,,0.892304,0.891571,0.891937,0.891571,,,
4540,,0.658601,,1.1e-05,0.463566,270.0,,4,raw_log,34,STS-B,not_debiased,,,,,,,,,,,,0.877698,0.892542,0.88512,0.892542,,,
4541,,0.458692,,9e-06,0.518711,324.0,,5,raw_log,34,STS-B,not_debiased,,,,,,,,,,,,0.897572,0.895164,0.896368,0.895164,,,
4542,,0.458506,,7e-06,0.408444,378.0,,6,raw_log,34,STS-B,not_debiased,,,,,,,,,,,,0.899751,0.898268,0.899009,0.898268,,,
4543,,0.452919,,4e-06,0.297909,432.0,,7,raw_log,34,STS-B,not_debiased,,,,,,,,,,,,0.899332,0.899225,0.899279,0.899225,,,
4544,,0.432268,,2e-06,0.292026,486.0,,8,raw_log,34,STS-B,not_debiased,,,,,,,,,,,,0.900902,0.900015,0.900458,0.900015,,,
4545,,0.416961,,0.0,0.276831,540.0,,9,raw_log,34,STS-B,not_debiased,,,,,,,,,,,,0.903124,0.901062,0.902093,0.901062,,,
4546,,,,,,,,0,test_last_log,34,STS-B,not_debiased,,0.4734,540.0,,,,,,,,,,,,,0.8917,0.8874,0.8896
4547,,,,,,,,0,test_best_log,34,STS-B,not_debiased,,0.4734,540.0,,,,,,,,,,,,,0.8917,0.8874,0.8896
4548,,0.679703,,2e-05,3.405083,54.0,,0,raw_log,36,STS-B,not_debiased,,,,,,,,,,,,0.844678,0.852794,0.848736,0.852794,,,
4549,,0.585823,,1.8e-05,0.838114,108.0,,1,raw_log,36,STS-B,not_debiased,,,,,,,,,,,,0.866762,0.872687,0.869725,0.872687,,,
4550,,0.483671,,1.6e-05,0.650035,162.0,,2,raw_log,36,STS-B,not_debiased,,,,,,,,,,,,0.89039,0.890182,0.890286,0.890182,,,
4551,,0.468213,,1.3e-05,0.474988,216.0,,3,raw_log,36,STS-B,not_debiased,,,,,,,,,,,,0.897135,0.893649,0.895392,0.893649,,,
4552,,0.454457,,1.1e-05,0.346404,270.0,,4,raw_log,36,STS-B,not_debiased,,,,,,,,,,,,0.899133,0.896365,0.897749,0.896365,,,
4553,,0.457898,,9e-06,0.373361,324.0,,5,raw_log,36,STS-B,not_debiased,,,,,,,,,,,,0.89877,0.899723,0.899247,0.899723,,,
4554,,0.439411,,7e-06,0.268782,378.0,,6,raw_log,36,STS-B,not_debiased,,,,,,,,,,,,0.904172,0.900838,0.902505,0.900838,,,
4555,,0.420186,,4e-06,0.175331,432.0,,7,raw_log,36,STS-B,not_debiased,,,,,,,,,,,,0.902361,0.901383,0.901872,0.901383,,,
4556,,0.418053,,2e-06,0.190659,486.0,,8,raw_log,36,STS-B,not_debiased,,,,,,,,,,,,0.903566,0.902606,0.903086,0.902606,,,
4557,,0.409823,,0.0,0.188063,540.0,,9,raw_log,36,STS-B,not_debiased,,,,,,,,,,,,0.904703,0.902571,0.903637,0.902606,,,
4558,,,,,,,,0,test_last_log,36,STS-B,not_debiased,,0.4683,540.0,,,,,,,,,,,,,0.8929,0.8867,0.8898
4559,,,,,,,,0,test_best_log,36,STS-B,not_debiased,,0.4685,540.0,,,,,,,,,,,,,0.8929,0.8867,0.8898
4560,,0.938083,,2e-05,3.073431,54.0,,0,raw_log,27,STS-B,not_debiased,,,,,,,,,,,,0.821133,0.8481,0.834616,0.8481,,,
4561,,0.525672,,1.8e-05,0.850396,108.0,,1,raw_log,27,STS-B,not_debiased,,,,,,,,,,,,0.887695,0.887024,0.887359,0.887024,,,
4562,,0.526032,,1.6e-05,0.664384,162.0,,2,raw_log,27,STS-B,not_debiased,,,,,,,,,,,,0.889992,0.891438,0.890715,0.891438,,,
4563,,0.462852,,1.3e-05,0.504789,216.0,,3,raw_log,27,STS-B,not_debiased,,,,,,,,,,,,0.900043,0.899174,0.899609,0.899174,,,
4564,,0.438251,,1.1e-05,0.388058,270.0,,4,raw_log,27,STS-B,not_debiased,,,,,,,,,,,,0.900637,0.898993,0.899815,0.899174,,,
4565,,0.415985,,9e-06,0.382641,324.0,,5,raw_log,27,STS-B,not_debiased,,,,,,,,,,,,0.902613,0.903627,0.90312,0.903627,,,
4566,,0.416792,,7e-06,0.315025,378.0,,6,raw_log,27,STS-B,not_debiased,,,,,,,,,,,,0.906939,0.906599,0.906769,0.906599,,,
4567,,0.402562,,4e-06,0.236336,432.0,,7,raw_log,27,STS-B,not_debiased,,,,,,,,,,,,0.90643,0.905007,0.905718,0.906599,,,
4568,,0.407071,,2e-06,0.21257,486.0,,8,raw_log,27,STS-B,not_debiased,,,,,,,,,,,,0.905327,0.904512,0.90492,0.906599,,,
4569,,0.405171,,0.0,0.208731,540.0,,9,raw_log,27,STS-B,not_debiased,,,,,,,,,,,,0.906501,0.90506,0.90578,0.906599,,,
4570,,,,,,,,0,test_last_log,27,STS-B,not_debiased,,0.433,540.0,,,,,,,,,,,,,0.9002,0.8952,0.8977
4571,,,,,,,,0,test_best_log,27,STS-B,not_debiased,,0.4331,540.0,,,,,,,,,,,,,0.9002,0.8952,0.8977
4572,,0.81895,,2e-05,4.223776,54.0,,0,raw_log,33,STS-B,not_debiased,,,,,,,,,,,,0.817461,0.816552,0.817006,0.816552,,,
4573,,0.630305,,1.8e-05,1.168132,108.0,,1,raw_log,33,STS-B,not_debiased,,,,,,,,,,,,0.861635,0.867748,0.864692,0.867748,,,
4574,,0.656299,,1.6e-05,0.940143,162.0,,2,raw_log,33,STS-B,not_debiased,,,,,,,,,,,,0.86261,0.869344,0.865977,0.869344,,,
4575,,0.601065,,1.3e-05,0.77134,216.0,,3,raw_log,33,STS-B,not_debiased,,,,,,,,,,,,0.867002,0.874946,0.870974,0.874946,,,
4576,,0.557704,,1.1e-05,0.585337,270.0,,4,raw_log,33,STS-B,not_debiased,,,,,,,,,,,,0.876185,0.884005,0.880095,0.884005,,,
4577,,0.497122,,9e-06,0.51812,324.0,,5,raw_log,33,STS-B,not_debiased,,,,,,,,,,,,0.888425,0.888247,0.888336,0.888247,,,
4578,,0.514396,,7e-06,0.440308,378.0,,6,raw_log,33,STS-B,not_debiased,,,,,,,,,,,,0.892332,0.895709,0.894021,0.895709,,,
4579,,0.487963,,4e-06,0.333237,432.0,,7,raw_log,33,STS-B,not_debiased,,,,,,,,,,,,0.894274,0.894508,0.894391,0.895709,,,
4580,,0.477182,,2e-06,0.313671,486.0,,8,raw_log,33,STS-B,not_debiased,,,,,,,,,,,,0.896791,0.898477,0.897634,0.898477,,,
4581,,0.468188,,0.0,0.304888,540.0,,9,raw_log,33,STS-B,not_debiased,,,,,,,,,,,,0.89675,0.898079,0.897415,0.898477,,,
4582,,,,,,,,0,test_last_log,33,STS-B,not_debiased,,0.5014,540.0,,,,,,,,,,,,,0.8877,0.8842,0.886
4583,,,,,,,,0,test_best_log,33,STS-B,not_debiased,,0.5015,540.0,,,,,,,,,,,,,0.8877,0.8842,0.8859
4584,,2.331934,,2e-05,5.267668,54.0,,0,raw_log,38,STS-B,not_debiased,,,,,,,,,,,,0.181725,0.18962,0.185672,0.18962,,,
4585,,2.144228,,1.8e-05,2.321065,108.0,,1,raw_log,38,STS-B,not_debiased,,,,,,,,,,,,0.241044,0.242265,0.241655,0.242265,,,
4586,,2.150022,,1.6e-05,2.253148,162.0,,2,raw_log,38,STS-B,not_debiased,,,,,,,,,,,,,,,0.242265,,,
4587,,2.23375,,1.3e-05,2.192676,216.0,,3,raw_log,38,STS-B,not_debiased,,,,,,,,,,,,,,,0.242265,,,
4588,,2.22478,,1.1e-05,2.29492,270.0,,4,raw_log,38,STS-B,not_debiased,,,,,,,,,,,,,,,0.242265,,,
4589,,2.41059,,9e-06,2.162291,324.0,,5,raw_log,38,STS-B,not_debiased,,,,,,,,,,,,,,,0.242265,,,
4590,,2.257005,,7e-06,2.139316,378.0,,6,raw_log,38,STS-B,not_debiased,,,,,,,,,,,,0.025743,0.027812,0.026778,0.242265,,,
4591,,2.327321,,4e-06,2.264477,432.0,,7,raw_log,38,STS-B,not_debiased,,,,,,,,,,,,-0.03137,-0.026717,-0.029043,0.242265,,,
4592,,2.33306,,2e-06,2.220733,486.0,,8,raw_log,38,STS-B,not_debiased,,,,,,,,,,,,,,,0.242265,,,
4593,,2.319818,,0.0,2.107426,540.0,,9,raw_log,38,STS-B,not_debiased,,,,,,,,,,,,,,,0.242265,,,
4594,,,,,,,,0,test_last_log,38,STS-B,not_debiased,,2.3192,540.0,,,,,,,,,,,,,,,
4595,,,,,,,,0,test_best_log,38,STS-B,not_debiased,,2.3192,540.0,,,,,,,,,,,,,,,
4596,,1.037618,,2e-05,2.894366,54.0,,0,raw_log,0,STS-B,not_debiased,,,,,,,,,,,,0.748564,0.7716,0.760082,0.7716,,,
4597,,1.871067,,1.8e-05,0.945444,108.0,,1,raw_log,0,STS-B,not_debiased,,,,,,,,,,,,0.478438,0.501377,0.489908,0.7716,,,
4598,,2.412753,,1.6e-05,1.229811,162.0,,2,raw_log,0,STS-B,not_debiased,,,,,,,,,,,,0.291753,0.852045,0.571899,0.852045,,,
4599,,0.68757,,1.3e-05,1.106027,216.0,,3,raw_log,0,STS-B,not_debiased,,,,,,,,,,,,0.845557,0.859042,0.852299,0.859042,,,
4600,,0.931249,,1.1e-05,0.767502,270.0,,4,raw_log,0,STS-B,not_debiased,,,,,,,,,,,,0.831588,0.871082,0.851335,0.871082,,,
4601,,0.558551,,9e-06,0.678365,324.0,,5,raw_log,0,STS-B,not_debiased,,,,,,,,,,,,0.880623,0.890225,0.885424,0.890225,,,
4602,,0.507127,,7e-06,0.499648,378.0,,6,raw_log,0,STS-B,not_debiased,,,,,,,,,,,,0.886458,0.896476,0.891467,0.896476,,,
4603,,0.495012,,4e-06,0.464907,432.0,,7,raw_log,0,STS-B,not_debiased,,,,,,,,,,,,0.88969,0.895216,0.892453,0.896476,,,
4604,,0.475931,,2e-06,0.431958,486.0,,8,raw_log,0,STS-B,not_debiased,,,,,,,,,,,,0.890823,0.897899,0.894361,0.897899,,,
4605,,0.447314,,0.0,0.426938,540.0,,9,raw_log,0,STS-B,not_debiased,,,,,,,,,,,,0.897081,0.899861,0.898471,0.899861,,,
4606,,,,,,,,0,test_last_log,0,STS-B,not_debiased,,0.5117,540.0,,,,,,,,,,,,,0.8826,0.8803,0.8815
4607,,,,,,,,0,test_best_log,0,STS-B,not_debiased,,0.5117,540.0,,,,,,,,,,,,,0.8826,0.8803,0.8815
4608,,0.893636,,2e-05,3.746279,54.0,,0,raw_log,20,STS-B,not_debiased,,,,,,,,,,,,0.791079,0.815376,0.803228,0.815376,,,
4609,,0.661267,,1.8e-05,1.109951,108.0,,1,raw_log,20,STS-B,not_debiased,,,,,,,,,,,,0.849211,0.850809,0.85001,0.850809,,,
4610,,0.984145,,1.6e-05,1.021145,162.0,,2,raw_log,20,STS-B,not_debiased,,,,,,,,,,,,0.830123,0.852227,0.841175,0.852227,,,
4611,,0.740248,,1.3e-05,1.059318,216.0,,3,raw_log,20,STS-B,not_debiased,,,,,,,,,,,,0.824387,0.83616,0.830273,0.852227,,,
4612,,0.532243,,1.1e-05,0.704436,270.0,,4,raw_log,20,STS-B,not_debiased,,,,,,,,,,,,0.875862,0.882037,0.87895,0.882037,,,
4613,,0.58179,,9e-06,0.579017,324.0,,5,raw_log,20,STS-B,not_debiased,,,,,,,,,,,,0.878884,0.882194,0.880539,0.882194,,,
4614,,0.612078,,7e-06,0.535855,378.0,,6,raw_log,20,STS-B,not_debiased,,,,,,,,,,,,0.865461,0.878388,0.871925,0.882194,,,
4615,,0.485809,,4e-06,0.422548,432.0,,7,raw_log,20,STS-B,not_debiased,,,,,,,,,,,,0.887978,0.886141,0.88706,0.886141,,,
4616,,0.494048,,2e-06,0.391988,486.0,,8,raw_log,20,STS-B,not_debiased,,,,,,,,,,,,0.888811,0.886785,0.887798,0.886785,,,
4617,,0.480084,,0.0,0.38253,540.0,,9,raw_log,20,STS-B,not_debiased,,,,,,,,,,,,0.891783,0.888554,0.890169,0.888554,,,
4618,,,,,,,,0,test_last_log,20,STS-B,not_debiased,,0.5292,540.0,,,,,,,,,,,,,0.8798,0.8771,0.8785
4619,,,,,,,,0,test_best_log,20,STS-B,not_debiased,,0.5292,540.0,,,,,,,,,,,,,0.8798,0.8771,0.8785
4620,,0.839887,,2e-05,4.386296,54.0,,0,raw_log,25,STS-B,not_debiased,,,,,,,,,,,,0.821427,0.83245,0.826938,0.83245,,,
4621,,0.593934,,1.8e-05,0.906712,108.0,,1,raw_log,25,STS-B,not_debiased,,,,,,,,,,,,0.869135,0.868491,0.868813,0.868491,,,
4622,,0.524537,,1.6e-05,0.641109,162.0,,2,raw_log,25,STS-B,not_debiased,,,,,,,,,,,,0.880693,0.881653,0.881173,0.881653,,,
4623,,0.49558,,1.3e-05,0.494872,216.0,,3,raw_log,25,STS-B,not_debiased,,,,,,,,,,,,0.885272,0.8847,0.884986,0.8847,,,
4624,,0.493202,,1.1e-05,0.376194,270.0,,4,raw_log,25,STS-B,not_debiased,,,,,,,,,,,,0.889953,0.890701,0.890327,0.890701,,,
4625,,0.438177,,9e-06,0.396124,324.0,,5,raw_log,25,STS-B,not_debiased,,,,,,,,,,,,0.897235,0.894956,0.896095,0.894956,,,
4626,,0.451961,,7e-06,0.294469,378.0,,6,raw_log,25,STS-B,not_debiased,,,,,,,,,,,,0.895223,0.894271,0.894747,0.894956,,,
4627,,0.464479,,4e-06,0.192789,432.0,,7,raw_log,25,STS-B,not_debiased,,,,,,,,,,,,0.896225,0.89421,0.895217,0.894956,,,
4628,,0.447095,,2e-06,0.194555,486.0,,8,raw_log,25,STS-B,not_debiased,,,,,,,,,,,,0.896674,0.894992,0.895833,0.894992,,,
4629,,0.448122,,0.0,0.199656,540.0,,9,raw_log,25,STS-B,not_debiased,,,,,,,,,,,,0.897141,0.895612,0.896377,0.895612,,,
4630,,,,,,,,0,test_last_log,25,STS-B,not_debiased,,0.4492,540.0,,,,,,,,,,,,,0.8974,0.8913,0.8944
4631,,,,,,,,0,test_best_log,25,STS-B,not_debiased,,0.4492,540.0,,,,,,,,,,,,,0.8974,0.8913,0.8944
4632,,1.317538,,2e-05,3.678755,54.0,,0,raw_log,21,STS-B,not_debiased,,,,,,,,,,,,0.63984,0.71882,0.67933,0.71882,,,
4633,,2.175408,,1.8e-05,3.361083,108.0,,1,raw_log,21,STS-B,not_debiased,,,,,,,,,,,,0.214432,0.213833,0.214132,0.71882,,,
4634,,2.195817,,1.6e-05,2.381693,162.0,,2,raw_log,21,STS-B,not_debiased,,,,,,,,,,,,0.735751,0.744642,0.740197,0.744642,,,
4635,,0.614623,,1.3e-05,0.832738,216.0,,3,raw_log,21,STS-B,not_debiased,,,,,,,,,,,,0.864001,0.872196,0.868098,0.872196,,,
4636,,0.74165,,1.1e-05,0.629539,270.0,,4,raw_log,21,STS-B,not_debiased,,,,,,,,,,,,0.878201,0.886579,0.88239,0.886579,,,
4637,,0.617897,,9e-06,0.554832,324.0,,5,raw_log,21,STS-B,not_debiased,,,,,,,,,,,,0.888053,0.891481,0.889767,0.891481,,,
4638,,0.515655,,7e-06,0.517218,378.0,,6,raw_log,21,STS-B,not_debiased,,,,,,,,,,,,0.891183,0.892441,0.891812,0.892441,,,
4639,,0.467878,,4e-06,0.351735,432.0,,7,raw_log,21,STS-B,not_debiased,,,,,,,,,,,,0.896932,0.89476,0.895846,0.89476,,,
4640,,0.468125,,2e-06,0.302706,486.0,,8,raw_log,21,STS-B,not_debiased,,,,,,,,,,,,0.897671,0.896596,0.897133,0.896596,,,
4641,,0.452256,,0.0,0.272,540.0,,9,raw_log,21,STS-B,not_debiased,,,,,,,,,,,,0.898263,0.897504,0.897883,0.897504,,,
4642,,,,,,,,0,test_last_log,21,STS-B,not_debiased,,0.474,540.0,,,,,,,,,,,,,0.8926,0.8884,0.8905
4643,,,,,,,,0,test_best_log,21,STS-B,not_debiased,,0.474,540.0,,,,,,,,,,,,,0.8926,0.8884,0.8905
4644,,0.857298,,2e-05,2.803785,54.0,,0,raw_log,37,STS-B,not_debiased,,,,,,,,,,,,0.808819,0.800197,0.804508,0.800197,,,
4645,,0.518721,,1.8e-05,0.970119,108.0,,1,raw_log,37,STS-B,not_debiased,,,,,,,,,,,,0.876579,0.881934,0.879256,0.881934,,,
4646,,0.532727,,1.6e-05,0.716509,162.0,,2,raw_log,37,STS-B,not_debiased,,,,,,,,,,,,0.88402,0.895476,0.889748,0.895476,,,
4647,,0.474975,,1.3e-05,0.563461,216.0,,3,raw_log,37,STS-B,not_debiased,,,,,,,,,,,,0.892918,0.898046,0.895482,0.898046,,,
4648,,0.471024,,1.1e-05,0.437376,270.0,,4,raw_log,37,STS-B,not_debiased,,,,,,,,,,,,0.90205,0.901894,0.901972,0.901894,,,
4649,,0.405285,,9e-06,0.36581,324.0,,5,raw_log,37,STS-B,not_debiased,,,,,,,,,,,,0.909227,0.909379,0.909303,0.909379,,,
4650,,0.389598,,7e-06,0.350814,378.0,,6,raw_log,37,STS-B,not_debiased,,,,,,,,,,,,0.910947,0.908899,0.909923,0.909379,,,
4651,,0.398069,,4e-06,0.247813,432.0,,7,raw_log,37,STS-B,not_debiased,,,,,,,,,,,,0.909305,0.908246,0.908776,0.909379,,,
4652,,0.394263,,2e-06,0.25497,486.0,,8,raw_log,37,STS-B,not_debiased,,,,,,,,,,,,0.909861,0.908161,0.909011,0.909379,,,
4653,,0.400012,,0.0,0.220264,540.0,,9,raw_log,37,STS-B,not_debiased,,,,,,,,,,,,0.908714,0.907832,0.908273,0.909379,,,
4654,,,,,,,,0,test_last_log,37,STS-B,not_debiased,,0.4737,540.0,,,,,,,,,,,,,0.8919,0.888,0.8899
4655,,,,,,,,0,test_best_log,37,STS-B,not_debiased,,0.4732,540.0,,,,,,,,,,,,,0.892,0.8881,0.8901
4656,,1.425214,,2e-05,3.251363,54.0,,0,raw_log,46,STS-B,not_debiased,,,,,,,,,,,,0.78399,0.767559,0.775774,0.767559,,,
4657,,0.593848,,1.8e-05,0.878041,108.0,,1,raw_log,46,STS-B,not_debiased,,,,,,,,,,,,0.873554,0.880168,0.876861,0.880168,,,
4658,,0.59419,,1.6e-05,0.709546,162.0,,2,raw_log,46,STS-B,not_debiased,,,,,,,,,,,,0.878141,0.88124,0.87969,0.88124,,,
4659,,0.482739,,1.3e-05,0.544954,216.0,,3,raw_log,46,STS-B,not_debiased,,,,,,,,,,,,0.890845,0.894003,0.892424,0.894003,,,
4660,,0.42873,,1.1e-05,0.451764,270.0,,4,raw_log,46,STS-B,not_debiased,,,,,,,,,,,,0.901742,0.901142,0.901442,0.901142,,,
4661,,0.413648,,9e-06,0.383189,324.0,,5,raw_log,46,STS-B,not_debiased,,,,,,,,,,,,0.905187,0.902901,0.904044,0.902901,,,
4662,,0.404125,,7e-06,0.325335,378.0,,6,raw_log,46,STS-B,not_debiased,,,,,,,,,,,,0.907501,0.90475,0.906126,0.90475,,,
4663,,0.404066,,4e-06,0.228922,432.0,,7,raw_log,46,STS-B,not_debiased,,,,,,,,,,,,0.906592,0.905767,0.90618,0.905767,,,
4664,,0.394727,,2e-06,0.23829,486.0,,8,raw_log,46,STS-B,not_debiased,,,,,,,,,,,,0.908966,0.906695,0.90783,0.906695,,,
4665,,0.394379,,0.0,0.233,540.0,,9,raw_log,46,STS-B,not_debiased,,,,,,,,,,,,0.90968,0.907193,0.908437,0.907193,,,
4666,,,,,,,,0,test_last_log,46,STS-B,not_debiased,,0.4427,540.0,,,,,,,,,,,,,0.8991,0.8934,0.8962
4667,,,,,,,,0,test_best_log,46,STS-B,not_debiased,,0.4427,540.0,,,,,,,,,,,,,0.8991,0.8934,0.8962
4668,,0.816538,,2e-05,3.111312,54.0,,0,raw_log,42,STS-B,not_debiased,,,,,,,,,,,,0.808557,0.83088,0.819719,0.83088,,,
4669,,0.791093,,1.8e-05,1.140695,108.0,,1,raw_log,42,STS-B,not_debiased,,,,,,,,,,,,0.828334,0.831285,0.82981,0.831285,,,
4670,,0.725682,,1.6e-05,0.932506,162.0,,2,raw_log,42,STS-B,not_debiased,,,,,,,,,,,,0.85078,0.85816,0.85447,0.85816,,,
4671,,0.519385,,1.3e-05,0.643215,216.0,,3,raw_log,42,STS-B,not_debiased,,,,,,,,,,,,0.884497,0.88692,0.885709,0.88692,,,
4672,,0.512671,,1.1e-05,0.539856,270.0,,4,raw_log,42,STS-B,not_debiased,,,,,,,,,,,,0.890733,0.888109,0.889421,0.888109,,,
4673,,0.476299,,9e-06,0.510972,324.0,,5,raw_log,42,STS-B,not_debiased,,,,,,,,,,,,0.892123,0.890318,0.891221,0.890318,,,
4674,,0.441201,,7e-06,0.404831,378.0,,6,raw_log,42,STS-B,not_debiased,,,,,,,,,,,,0.898752,0.896559,0.897655,0.896559,,,
4675,,0.443198,,4e-06,0.313999,432.0,,7,raw_log,42,STS-B,not_debiased,,,,,,,,,,,,0.900578,0.899002,0.89979,0.899002,,,
4676,,0.431674,,2e-06,0.295706,486.0,,8,raw_log,42,STS-B,not_debiased,,,,,,,,,,,,0.900911,0.898376,0.899644,0.899002,,,
4677,,0.429046,,0.0,0.302202,540.0,,9,raw_log,42,STS-B,not_debiased,,,,,,,,,,,,0.901329,0.898769,0.900049,0.899002,,,
4678,,,,,,,,0,test_last_log,42,STS-B,not_debiased,,0.4766,540.0,,,,,,,,,,,,,0.8915,0.8856,0.8885
4679,,,,,,,,0,test_best_log,42,STS-B,not_debiased,,0.4766,540.0,,,,,,,,,,,,,0.8915,0.8856,0.8886
4680,,0.767032,,2e-05,3.326286,54.0,,0,raw_log,9,STS-B,not_debiased,,,,,,,,,,,,0.831749,0.8224,0.827075,0.8224,,,
4681,,0.615891,,1.8e-05,0.779503,108.0,,1,raw_log,9,STS-B,not_debiased,,,,,,,,,,,,0.865101,0.868989,0.867045,0.868989,,,
4682,,1.093165,,1.6e-05,1.087459,162.0,,2,raw_log,9,STS-B,not_debiased,,,,,,,,,,,,0.852078,0.861282,0.85668,0.868989,,,
4683,,0.475648,,1.3e-05,0.686558,216.0,,3,raw_log,9,STS-B,not_debiased,,,,,,,,,,,,0.887494,0.88665,0.887072,0.88665,,,
4684,,0.489235,,1.1e-05,0.483411,270.0,,4,raw_log,9,STS-B,not_debiased,,,,,,,,,,,,0.894576,0.894838,0.894707,0.894838,,,
4685,,0.464792,,9e-06,0.475961,324.0,,5,raw_log,9,STS-B,not_debiased,,,,,,,,,,,,0.895965,0.898872,0.897418,0.898872,,,
4686,,0.472364,,7e-06,0.395584,378.0,,6,raw_log,9,STS-B,not_debiased,,,,,,,,,,,,0.894639,0.896051,0.895345,0.898872,,,
4687,,0.485884,,4e-06,0.280374,432.0,,7,raw_log,9,STS-B,not_debiased,,,,,,,,,,,,0.898988,0.900386,0.899687,0.900386,,,
4688,,0.430377,,2e-06,0.263808,486.0,,8,raw_log,9,STS-B,not_debiased,,,,,,,,,,,,0.902842,0.900765,0.901803,0.900765,,,
4689,,0.461138,,0.0,0.271925,540.0,,9,raw_log,9,STS-B,not_debiased,,,,,,,,,,,,0.899242,0.901168,0.900205,0.901168,,,
4690,,,,,,,,0,test_last_log,9,STS-B,not_debiased,,0.4779,540.0,,,,,,,,,,,,,0.8923,0.8909,0.8916
4691,,,,,,,,0,test_best_log,9,STS-B,not_debiased,,0.4779,540.0,,,,,,,,,,,,,0.8923,0.8909,0.8916
4692,,1.206281,,2e-05,3.584202,54.0,,0,raw_log,47,STS-B,not_debiased,,,,,,,,,,,,0.805629,0.852793,0.829211,0.852793,,,
4693,,0.672679,,1.8e-05,0.907395,108.0,,1,raw_log,47,STS-B,not_debiased,,,,,,,,,,,,0.858256,0.866299,0.862277,0.866299,,,
4694,,0.481799,,1.6e-05,0.675414,162.0,,2,raw_log,47,STS-B,not_debiased,,,,,,,,,,,,0.898742,0.899646,0.899194,0.899646,,,
4695,,0.494037,,1.3e-05,0.521214,216.0,,3,raw_log,47,STS-B,not_debiased,,,,,,,,,,,,0.898153,0.898371,0.898262,0.899646,,,
4696,,0.443057,,1.1e-05,0.442771,270.0,,4,raw_log,47,STS-B,not_debiased,,,,,,,,,,,,0.899243,0.900134,0.899688,0.900134,,,
