val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.181725,0.189620,0.185672,2.331934,0.189620,0.000020,5.267668,54.000000,
0.241044,0.242265,0.241655,2.144228,0.242265,0.000018,2.321065,108.000000,
nan,nan,nan,2.150022,0.242265,0.000016,2.253148,162.000000,
nan,nan,nan,2.233750,0.242265,0.000013,2.192676,216.000000,
nan,nan,nan,2.224780,0.242265,0.000011,2.294920,270.000000,
nan,nan,nan,2.410590,0.242265,0.000009,2.162291,324.000000,
0.025743,0.027812,0.026778,2.257005,0.242265,0.000007,2.139316,378.000000,
-0.031370,-0.026717,-0.029043,2.327321,0.242265,0.000004,2.264477,432.000000,
nan,nan,nan,2.333060,0.242265,0.000002,2.220733,486.000000,
nan,nan,nan,2.319818,0.242265,0.000000,2.107426,540.000000,
