val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.536232,0.663627,0.536232,0.000020,0.697895,23.000000,
0.528986,0.669664,0.536232,0.000018,0.713677,46.000000,
0.471014,0.708949,0.536232,0.000016,0.709723,69.000000,
0.471014,0.733069,0.536232,0.000013,0.710047,92.000000,
0.528986,0.683459,0.536232,0.000011,0.717018,115.000000,
0.471014,0.693750,0.536232,0.000009,0.709020,138.000000,
0.528986,0.680722,0.536232,0.000007,0.701143,161.000000,
0.471014,0.709108,0.536232,0.000005,0.708909,184.000000,
0.528986,0.691815,0.536232,0.000003,0.700102,207.000000,
0.528986,0.685391,0.536232,0.000000,0.690280,230.000000,
0.528986,0.685214,0.536232,0.000000,0.696759,234.000000,
