val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.865154,0.864951,0.865052,0.778515,0.864951,0.000020,2.229286,54.000000,
0.891476,0.889795,0.890636,0.492861,0.889795,0.000018,0.647168,108.000000,
0.889113,0.889796,0.889455,0.574080,0.889796,0.000016,0.599945,162.000000,
0.898101,0.896317,0.897209,0.451575,0.896317,0.000013,0.454000,216.000000,
0.898413,0.897294,0.897854,0.465071,0.897294,0.000011,0.341268,270.000000,
0.897943,0.897537,0.897740,0.449092,0.897537,0.000009,0.349961,324.000000,
0.901551,0.900486,0.901019,0.507361,0.900486,0.000007,0.318638,378.000000,
0.900978,0.900486,0.900732,0.440403,0.900486,0.000004,0.211924,432.000000,
0.902589,0.901465,0.902027,0.441985,0.901465,0.000002,0.203812,486.000000,
0.903424,0.901764,0.902594,0.446259,0.901764,0.000000,0.204888,540.000000,
