val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.238542,0.637805,0.238542,0.000020,0.608500,80.000000,
0.511430,0.490431,0.511430,0.000018,0.479540,160.000000,
0.543097,0.461380,0.543097,0.000016,0.426243,240.000000,
0.534335,0.600570,0.543097,0.000013,0.317924,320.000000,
0.566679,0.464402,0.566679,0.000011,0.287746,400.000000,
0.546430,0.440946,0.566679,0.000009,0.278304,480.000000,
0.582112,0.571417,0.582112,0.000007,0.226684,560.000000,
0.582112,0.594975,0.582112,0.000005,0.155635,640.000000,
0.539833,0.636246,0.582112,0.000002,0.137909,720.000000,
0.513835,0.639850,0.582112,0.000000,0.151562,800.000000,
0.513835,0.639271,0.582112,0.000000,0.062645,804.000000,
