val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.296809,0.640758,0.296809,0.000020,0.593825,80.000000,
0.442331,0.525278,0.442331,0.000018,0.461394,160.000000,
0.528554,0.528497,0.528554,0.000016,0.439998,240.000000,
0.530181,0.542203,0.530181,0.000013,0.301092,320.000000,
0.570368,0.471119,0.570368,0.000011,0.283506,400.000000,
0.539971,0.526128,0.570368,0.000009,0.267228,480.000000,
0.601286,0.513964,0.601286,0.000007,0.225619,560.000000,
0.595455,0.581029,0.601286,0.000005,0.147894,640.000000,
0.580414,0.590224,0.601286,0.000002,0.120223,720.000000,
0.580216,0.593540,0.601286,0.000000,0.147146,800.000000,
0.580216,0.593624,0.601286,0.000000,0.076826,804.000000,
