val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.821133,0.848100,0.834616,0.938083,0.848100,0.000020,3.073431,54.000000,
0.887695,0.887024,0.887359,0.525672,0.887024,0.000018,0.850396,108.000000,
0.889992,0.891438,0.890715,0.526032,0.891438,0.000016,0.664384,162.000000,
0.900043,0.899174,0.899609,0.462852,0.899174,0.000013,0.504789,216.000000,
0.900637,0.898993,0.899815,0.438251,0.899174,0.000011,0.388058,270.000000,
0.902613,0.903627,0.903120,0.415985,0.903627,0.000009,0.382641,324.000000,
0.906939,0.906599,0.906769,0.416792,0.906599,0.000007,0.315025,378.000000,
0.906430,0.905007,0.905718,0.402562,0.906599,0.000004,0.236336,432.000000,
0.905327,0.904512,0.904920,0.407071,0.906599,0.000002,0.212570,486.000000,
0.906501,0.905060,0.905780,0.405171,0.906599,0.000000,0.208731,540.000000,
