val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.705052,0.471014,0.000020,0.721466,23.000000,
0.557971,0.678552,0.557971,0.000018,0.698304,46.000000,
0.594203,0.650113,0.594203,0.000016,0.705526,69.000000,
0.615942,0.647481,0.615942,0.000013,0.699113,92.000000,
0.644928,0.602418,0.644928,0.000011,0.642164,115.000000,
0.673913,0.541082,0.673913,0.000009,0.621578,138.000000,
0.659420,0.532450,0.673913,0.000007,0.565843,161.000000,
0.644928,0.514911,0.673913,0.000005,0.469197,184.000000,
0.666667,0.494550,0.673913,0.000003,0.430298,207.000000,
0.673913,0.504138,0.673913,0.000000,0.463259,230.000000,
0.673913,0.504304,0.673913,0.000000,0.389747,234.000000,
