val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.550725,0.642742,0.550725,0.000020,0.717470,23.000000,
0.630435,0.572429,0.630435,0.000018,0.623652,46.000000,
0.637681,0.644203,0.637681,0.000016,0.646554,69.000000,
0.659420,0.567407,0.659420,0.000013,0.534719,92.000000,
0.688406,0.536671,0.688406,0.000011,0.430028,115.000000,
0.681159,0.520300,0.688406,0.000009,0.460930,138.000000,
0.688406,0.486957,0.688406,0.000007,0.439266,161.000000,
0.702899,0.619933,0.702899,0.000005,0.246419,184.000000,
0.724638,0.576274,0.724638,0.000003,0.265660,207.000000,
0.695652,0.554421,0.724638,0.000000,0.236080,230.000000,
0.695652,0.553959,0.724638,0.000000,0.317198,234.000000,
