val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.406459,0.552770,0.406459,0.000020,0.561549,80.000000,
0.441459,0.498086,0.441459,0.000018,0.477603,160.000000,
0.229612,0.799187,0.441459,0.000016,0.602786,240.000000,
0.000000,0.724775,0.441459,0.000013,0.638876,320.000000,
0.000000,0.663847,0.441459,0.000011,0.629235,400.000000,
0.000000,0.690670,0.441459,0.000009,0.607391,480.000000,
0.311991,0.650049,0.441459,0.000007,0.549036,560.000000,
0.393324,0.622473,0.441459,0.000005,0.466098,640.000000,
0.406136,0.671410,0.441459,0.000002,0.380479,720.000000,
0.432768,0.568637,0.441459,0.000000,0.375124,800.000000,
0.432768,0.569778,0.441459,0.000000,0.211720,804.000000,
