val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.387317,0.609158,0.387317,0.000020,0.617336,80.000000,
0.376234,0.630334,0.387317,0.000018,0.560563,160.000000,
0.414398,0.565539,0.414398,0.000016,0.565229,240.000000,
0.301729,0.668244,0.414398,0.000013,0.497210,320.000000,
0.201909,0.644716,0.414398,0.000011,0.555088,400.000000,
0.475349,0.583698,0.475349,0.000009,0.516949,480.000000,
0.482587,0.606428,0.482587,0.000007,0.449811,560.000000,
0.464654,0.616284,0.482587,0.000005,0.445196,640.000000,
0.494012,0.566599,0.494012,0.000002,0.453299,720.000000,
0.503176,0.564627,0.503176,0.000000,0.427250,800.000000,
0.498733,0.565033,0.503176,0.000000,0.431698,804.000000,
