val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.325734,0.555817,0.325734,0.000020,0.584694,80.000000,
0.512920,0.472100,0.512920,0.000018,0.460143,160.000000,
0.513586,0.506254,0.513586,0.000016,0.404850,240.000000,
0.572358,0.528537,0.572358,0.000013,0.315342,320.000000,
0.570368,0.469112,0.572358,0.000011,0.285358,400.000000,
0.617715,0.468998,0.617715,0.000009,0.259889,480.000000,
0.621046,0.567130,0.621046,0.000007,0.229787,560.000000,
0.590461,0.579483,0.621046,0.000005,0.169026,640.000000,
0.606026,0.550233,0.621046,0.000002,0.168669,720.000000,
0.580216,0.578895,0.621046,0.000000,0.143325,800.000000,
0.580216,0.578578,0.621046,0.000000,0.139970,804.000000,
