val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.565217,0.631303,0.565217,0.000020,0.716814,23.000000,
0.659420,0.537521,0.659420,0.000018,0.668053,46.000000,
0.681159,0.524030,0.681159,0.000016,0.613059,69.000000,
0.702899,0.547271,0.702899,0.000013,0.513727,92.000000,
0.695652,0.604058,0.702899,0.000011,0.439776,115.000000,
0.681159,0.560386,0.702899,0.000009,0.436073,138.000000,
0.717391,0.557617,0.717391,0.000007,0.350809,161.000000,
0.710145,0.671221,0.717391,0.000005,0.217296,184.000000,
0.731884,0.703358,0.731884,0.000003,0.187522,207.000000,
0.717391,0.710242,0.731884,0.000000,0.238741,230.000000,
0.717391,0.710925,0.731884,0.000000,0.236497,234.000000,
