val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.688406,0.607257,0.688406,0.000020,0.685504,23.000000,
0.644928,0.613435,0.688406,0.000018,0.708158,46.000000,
0.702899,0.529258,0.702899,0.000016,0.611360,69.000000,
0.688406,0.579515,0.702899,0.000013,0.498305,92.000000,
0.681159,0.595573,0.702899,0.000011,0.419409,115.000000,
0.710145,0.555749,0.710145,0.000009,0.424600,138.000000,
0.681159,0.627772,0.710145,0.000007,0.353208,161.000000,
0.717391,0.653338,0.717391,0.000005,0.222501,184.000000,
0.695652,0.746932,0.717391,0.000003,0.197466,207.000000,
0.731884,0.717613,0.731884,0.000000,0.188928,230.000000,
0.717391,0.714307,0.731884,0.000000,0.235849,234.000000,
