val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.593161,0.616325,0.604743,1.439917,0.616325,0.000020,5.834998,54.000000,
0.842795,0.847399,0.845097,0.704938,0.847399,0.000018,1.230182,108.000000,
0.869626,0.871398,0.870512,0.570784,0.871398,0.000016,0.738251,162.000000,
0.871345,0.873026,0.872185,0.555049,0.873026,0.000013,0.550342,216.000000,
0.874640,0.881484,0.878062,0.576937,0.881484,0.000011,0.476686,270.000000,
0.886599,0.887606,0.887103,0.489313,0.887606,0.000009,0.446715,324.000000,
0.885496,0.890527,0.888011,0.551335,0.890527,0.000007,0.392094,378.000000,
0.895114,0.896296,0.895705,0.467459,0.896296,0.000004,0.297645,432.000000,
0.895056,0.895806,0.895431,0.473572,0.896296,0.000002,0.272761,486.000000,
0.897012,0.897304,0.897158,0.467996,0.897304,0.000000,0.283806,540.000000,
