val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.455314,0.538734,0.455314,0.000020,0.550255,80.000000,
0.483558,0.488033,0.483558,0.000018,0.459143,160.000000,
0.512514,0.531036,0.512514,0.000016,0.421504,240.000000,
0.560321,0.523521,0.560321,0.000013,0.288796,320.000000,
0.550695,0.490796,0.560321,0.000011,0.258119,400.000000,
0.578087,0.458646,0.578087,0.000009,0.268258,480.000000,
0.602039,0.636798,0.602039,0.000007,0.211340,560.000000,
0.585310,0.696855,0.602039,0.000005,0.138115,640.000000,
0.590394,0.653896,0.602039,0.000002,0.141180,720.000000,
0.595532,0.625335,0.602039,0.000000,0.141207,800.000000,
0.590461,0.625797,0.602039,0.000000,0.141297,804.000000,
