val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.565217,0.698178,0.565217,0.000020,0.775992,23.000000,
0.586957,0.680626,0.586957,0.000018,0.691308,46.000000,
0.644928,0.591121,0.644928,0.000016,0.680757,69.000000,
0.659420,0.572461,0.659420,0.000013,0.620739,92.000000,
0.695652,0.517298,0.695652,0.000011,0.543697,115.000000,
0.695652,0.510515,0.695652,0.000009,0.533740,138.000000,
0.731884,0.514968,0.731884,0.000007,0.509800,161.000000,
0.681159,0.567896,0.731884,0.000005,0.398442,184.000000,
0.702899,0.533329,0.731884,0.000003,0.412465,207.000000,
0.681159,0.528055,0.731884,0.000000,0.381387,230.000000,
0.681159,0.527280,0.731884,0.000000,0.362082,234.000000,
