val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.431040,0.557348,0.431040,0.000020,0.604246,80.000000,
0.497022,0.535306,0.497022,0.000018,0.465633,160.000000,
0.523143,0.490048,0.523143,0.000016,0.419759,240.000000,
0.616412,0.460868,0.616412,0.000013,0.334839,320.000000,
0.570110,0.493925,0.616412,0.000011,0.282006,400.000000,
0.596958,0.492324,0.616412,0.000009,0.259750,480.000000,
0.610555,0.533014,0.616412,0.000007,0.246268,560.000000,
0.580278,0.579227,0.616412,0.000005,0.158889,640.000000,
0.570368,0.581118,0.616412,0.000002,0.148935,720.000000,
0.575298,0.588583,0.616412,0.000000,0.151841,800.000000,
0.575298,0.589050,0.616412,0.000000,0.310948,804.000000,
