val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.557971,0.646621,0.557971,0.000020,0.719149,23.000000,
0.528986,0.651214,0.557971,0.000018,0.693070,46.000000,
0.471014,0.848993,0.557971,0.000016,0.712202,69.000000,
0.471014,0.744496,0.557971,0.000013,0.717793,92.000000,
0.471014,0.730425,0.557971,0.000011,0.725317,115.000000,
0.471014,0.696833,0.557971,0.000009,0.708043,138.000000,
0.471014,0.719435,0.557971,0.000007,0.709172,161.000000,
0.471014,0.705040,0.557971,0.000005,0.708724,184.000000,
0.471014,0.700013,0.557971,0.000003,0.694964,207.000000,
0.471014,0.698078,0.557971,0.000000,0.704907,230.000000,
0.471014,0.697725,0.557971,0.000000,0.701504,234.000000,
