val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.831749,0.822400,0.827075,0.767032,0.822400,0.000020,3.326286,54.000000,
0.865101,0.868989,0.867045,0.615891,0.868989,0.000018,0.779503,108.000000,
0.852078,0.861282,0.856680,1.093165,0.868989,0.000016,1.087459,162.000000,
0.887494,0.886650,0.887072,0.475648,0.886650,0.000013,0.686558,216.000000,
0.894576,0.894838,0.894707,0.489235,0.894838,0.000011,0.483411,270.000000,
0.895965,0.898872,0.897418,0.464792,0.898872,0.000009,0.475961,324.000000,
0.894639,0.896051,0.895345,0.472364,0.898872,0.000007,0.395584,378.000000,
0.898988,0.900386,0.899687,0.485884,0.900386,0.000004,0.280374,432.000000,
0.902842,0.900765,0.901803,0.430377,0.900765,0.000002,0.263808,486.000000,
0.899242,0.901168,0.900205,0.461138,0.901168,0.000000,0.271925,540.000000,
