val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.441024,0.567062,0.441024,0.000020,0.550594,80.000000,
0.463579,0.514313,0.463579,0.000018,0.442932,160.000000,
0.482098,0.535095,0.482098,0.000016,0.385164,240.000000,
0.534029,0.633578,0.534029,0.000013,0.293921,320.000000,
0.586186,0.525114,0.586186,0.000011,0.237238,400.000000,
0.613210,0.428026,0.613210,0.000009,0.220757,480.000000,
0.608743,0.562806,0.613210,0.000007,0.193619,560.000000,
0.565021,0.738498,0.613210,0.000005,0.103533,640.000000,
0.575166,0.852262,0.613210,0.000002,0.092911,720.000000,
0.610575,0.740114,0.613210,0.000000,0.106052,800.000000,
0.610575,0.739830,0.613210,0.000000,0.240618,804.000000,
