val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.264214,0.587404,0.264214,0.000020,0.668046,80.000000,
0.491132,0.534836,0.491132,0.000018,0.450113,160.000000,
0.539052,0.462697,0.539052,0.000016,0.413287,240.000000,
0.541804,0.509169,0.541804,0.000013,0.327079,320.000000,
0.474875,0.545165,0.541804,0.000011,0.271178,400.000000,
0.586761,0.435578,0.586761,0.000009,0.278257,480.000000,
0.610114,0.535712,0.610114,0.000007,0.225541,560.000000,
0.555141,0.617827,0.610114,0.000005,0.138569,640.000000,
0.549327,0.619541,0.610114,0.000002,0.155547,720.000000,
0.554562,0.631787,0.610114,0.000000,0.122494,800.000000,
0.554562,0.631906,0.610114,0.000000,0.127474,804.000000,
