val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.171424,0.702340,0.171424,0.000020,0.631151,80.000000,
0.000000,0.665105,0.171424,0.000018,0.605351,160.000000,
0.000000,0.702659,0.171424,0.000016,0.624681,240.000000,
0.000000,0.666462,0.171424,0.000013,0.618141,320.000000,
0.000000,0.701933,0.171424,0.000011,0.620775,400.000000,
0.000000,0.674823,0.171424,0.000009,0.624043,480.000000,
0.000000,0.679392,0.171424,0.000007,0.615328,560.000000,
0.000000,0.682873,0.171424,0.000005,0.610333,640.000000,
0.000000,0.675540,0.171424,0.000002,0.625023,720.000000,
0.000000,0.676814,0.171424,0.000000,0.615094,800.000000,
0.000000,0.676828,0.171424,0.000000,0.701659,804.000000,
